step,chosen_fps,prob_0.2hz,prob_0.5hz,prob_1hz,prob_5hz,prob_10hz
1,10.0,0.002173307118937373,0.014539138413965702,0.1632373034954071,0.34261974692344666,0.47743046283721924
2,10.0,0.0011203078320249915,0.009595920331776142,0.14742615818977356,0.33954086899757385,0.5023167729377747
3,10.0,0.0009588981629349291,0.008697235956788063,0.14370869100093842,0.33828383684158325,0.5083513855934143
4,10.0,0.0009054709225893021,0.008387456648051739,0.14232312142848969,0.3377857506275177,0.5105982422828674
5,10.0,0.0008750858251005411,0.008206356316804886,0.14148446917533875,0.337439626455307,0.5119944214820862
6,10.0,0.0008648268412798643,0.008145475760102272,0.14120334386825562,0.3373337686061859,0.5124526023864746
7,10.0,0.0008655177662149072,0.008149850182235241,0.14122875034809113,0.33739760518074036,0.5123582482337952
8,10.0,0.0008687652880325913,0.008168992586433887,0.14132912456989288,0.33749961853027344,0.5121335387229919
9,10.0,0.0008672468829900026,0.00815899670124054,0.14129143953323364,0.337543249130249,0.5121390223503113
10,10.0,0.0008705111686140299,0.008178560994565487,0.14140453934669495,0.33765894174575806,0.5118874907493591
11,10.0,0.0008783831144683063,0.008223047479987144,0.14162342250347137,0.33775827288627625,0.5115168690681458
12,10.0,0.0008852655300870538,0.008260605856776237,0.14182232320308685,0.33785706758499146,0.511174738407135
13,10.0,0.000884081469848752,0.008250863291323185,0.14177973568439484,0.3378086984157562,0.5112766623497009
14,10.0,0.0008911144104786217,0.00829161237925291,0.1419716328382492,0.3378767967224121,0.5109688639640808
15,10.0,0.0008950377232395113,0.008313517086207867,0.14207646250724792,0.33792951703071594,0.5107854008674622
16,10.0,0.0008986108587123454,0.008333672769367695,0.1421724110841751,0.3379690945148468,0.5106262564659119
17,10.0,0.0008942729327827692,0.008307280950248241,0.1420573741197586,0.33790910243988037,0.5108320116996765
18,10.0,0.0008984913001768291,0.008331968449056149,0.14217737317085266,0.3379659652709961,0.5106262564659119
19,10.0,0.0008993135998025537,0.008338321931660175,0.14220887422561646,0.337971955537796,0.5105815529823303
20,10.0,0.000900599523447454,0.008347203023731709,0.14225003123283386,0.3379935026168823,0.51050865650177
