episode_index,dir,start_wall,end_wall,duration_s,odom_rows,scan_rows,obstacle_rows
1,/home/turtlebot3_drlnav/evaluation_records/20260823-203835/episode_0001,1787517522.8536072,16.45794701576233,-1787517506.3956602,780,781,4740
