step,chosen_fps,prob_0.2hz,prob_0.5hz,prob_1hz,prob_5hz,prob_10hz
2,10.0,0.0013715021777898073,0.010890329256653786,0.15260474383831024,0.3422147333621979,0.4929186701774597
3,10.0,0.0011119776172563434,0.009546303190290928,0.1475183367729187,0.34060904383659363,0.501214325428009
4,10.0,0.001041720504872501,0.009163351729512215,0.1459628790616989,0.3400348126888275,0.5037972331047058
5,10.0,0.0010231793858110905,0.009061172604560852,0.14557881653308868,0.3398786783218384,0.5044581890106201
6,10.0,0.00101591891143471,0.009021271020174026,0.14545458555221558,0.3398555517196655,0.504652738571167
7,10.0,0.0010131415911018848,0.00900470744818449,0.1454138159751892,0.3398333191871643,0.5047350525856018
8,10.0,0.0010084512177854776,0.008977001532912254,0.1453026533126831,0.3397567570209503,0.5049551725387573
9,10.0,0.0010312630329281092,0.009104980155825615,0.14592380821704865,0.34010329842567444,0.5038366317749023
10,10.0,0.001044043223373592,0.0091790109872818,0.14630605280399323,0.34036675095558167,0.5031040906906128
11,10.0,0.0010379557497799397,0.009144961833953857,0.1461719125509262,0.3403293490409851,0.503315806388855
12,10.0,0.0010347284842282534,0.009128617122769356,0.14612218737602234,0.34030160307884216,0.5034129023551941
13,10.0,0.001026031794026494,0.009077711030840874,0.1458868533372879,0.34012332558631897,0.5038861036300659
14,10.0,0.001019708695821464,0.009040281176567078,0.1457131952047348,0.3399977385997772,0.5042290687561035
15,10.0,0.001008491264656186,0.008975240401923656,0.14543047547340393,0.3398343622684479,0.5047513842582703
16,10.0,0.0009871004149317741,0.008851087652146816,0.1448414921760559,0.33951693773269653,0.5058033466339111
17,10.0,0.000986877246759832,0.008852235041558743,0.14487309753894806,0.33959081768989563,0.5056969523429871
18,10.0,0.000983448582701385,0.00883434433490038,0.1448073387145996,0.33959466218948364,0.5057802200317383
19,10.0,0.0009825871093198657,0.00883004441857338,0.14480194449424744,0.33960995078086853,0.5057753920555115
20,10.0,0.0009797235252335668,0.008814245462417603,0.14473949372768402,0.33959290385246277,0.5058736205101013
21,10.0,0.0009505882626399398,0.00864685233682394,0.14392414689064026,0.3391866981983185,0.5072916746139526
22,10.0,0.0009377553360536695,0.008571590296924114,0.14353995025157928,0.33898696303367615,0.5079637765884399
23,10.0,0.0009287154534831643,0.008518666960299015,0.1432686150074005,0.3388330340385437,0.508450984954834
24,10.0,0.0009215022437274456,0.008476413786411285,0.14305800199508667,0.33870795369148254,0.5088361501693726
25,10.0,0.0009248454007320106,0.008497269824147224,0.14314304292201996,0.33870044350624084,0.508734405040741
