episode,policy_type,fixed_fps,mean_fps,success,outcome,outcome_str,n_steps,episode_return,fresh_observations,native_scans,final_goal_distance_m,final_obs_interval,fresh_observation_ratio,native_scans_per_fresh_observation
19,adaptive,,4.172413793103448,True,1,SUCCESS,96,2.2666101851865927,30,527,0.1967221149962641,10,0.056925996204933584,17.566666666666666
20,adaptive,,1.25,False,3,COLL_OBST,295,-1.6335369538535416,33,1476,2.23618462494608,50,0.022357723577235773,44.72727272727273
21,adaptive,,4.609756097560975,True,1,SUCCESS,106,2.3085718730292752,42,569,0.19792288608603795,10,0.07381370826010544,13.547619047619047
22,adaptive,,1.0,False,4,TIMEOUT,381,-0.9966523990453813,52,2515,1.5507530575767574,50,0.020675944333996023,48.36538461538461
23,adaptive,,3.142857142857143,True,1,SUCCESS,152,2.3636687974079296,29,803,0.19864732719166744,10,0.0361145703611457,27.689655172413794
24,adaptive,,2.8461538461538463,True,1,SUCCESS,172,2.3593436530807423,40,1227,0.19835626737787848,10,0.032599837000814993,30.675
25,adaptive,,3.1538461538461537,True,1,SUCCESS,181,2.3501320751848827,40,1114,0.1963623062968554,10,0.03590664272890485,27.85
26,adaptive,,3.1666666666666665,True,1,SUCCESS,135,2.3540879027113313,25,684,0.1993155433477122,10,0.03654970760233918,27.36
27,adaptive,,2.8947368421052633,True,1,SUCCESS,352,2.195957163967046,58,1771,0.19850914348046841,50,0.03274985883681536,30.53448275862069
28,adaptive,,4.52,True,1,SUCCESS,74,2.3218177596798806,26,370,0.1985800386943486,10,0.07027027027027027,14.23076923076923
29,adaptive,,4.714285714285714,True,1,SUCCESS,72,2.3158772025469823,29,363,0.19880084498002595,10,0.07988980716253444,12.517241379310345
30,adaptive,,2.7674418604651163,True,1,SUCCESS,277,2.3415303672719547,44,1394,0.1966072974978795,10,0.03156384505021521,31.681818181818183
31,adaptive,,3.6451612903225805,True,1,SUCCESS,292,2.2962014306143823,63,1462,0.19907913745972974,10,0.043091655266757865,23.206349206349206
32,adaptive,,1.0,False,3,COLL_OBST,111,-1.4826944221729845,13,556,2.19844819125076,50,0.023381294964028777,42.76923076923077
33,adaptive,,4.346938775510204,True,1,SUCCESS,154,2.306662356235461,50,815,0.1989820437648152,10,0.06134969325153374,16.3
34,adaptive,,4.346938775510204,True,1,SUCCESS,100,2.2711525265157295,50,795,0.19963731557001105,50,0.06289308176100629,15.9
35,adaptive,,3.6285714285714286,True,1,SUCCESS,132,2.3502714999001735,36,835,0.19807091635472035,10,0.04311377245508982,23.194444444444443
36,adaptive,,3.0327868852459017,True,1,SUCCESS,331,2.184304356195551,62,1794,0.19925710568858065,50,0.03455964325529543,28.93548387096774
37,adaptive,,4.548387096774194,True,1,SUCCESS,180,2.265736893506507,63,899,0.1963502470298252,10,0.07007786429365963,14.26984126984127
38,adaptive,,2.5,True,1,SUCCESS,168,2.3467085984174925,25,841,0.19997831623827178,10,0.029726516052318668,33.64
39,adaptive,,1.0,False,4,TIMEOUT,510,-1.0841514847042957,52,2546,1.94798805731071,50,0.0204241948153967,48.96153846153846
40,adaptive,,4.142857142857143,True,1,SUCCESS,148,2.3287158911080947,43,779,0.19830895964776743,10,0.055198973042362,18.11627906976744
41,adaptive,,2.948717948717949,True,1,SUCCESS,159,2.3590542339011096,40,1190,0.19949074568962957,10,0.03361344537815126,29.75
42,adaptive,,3.4761904761904763,True,1,SUCCESS,174,2.3424943825058064,43,1065,0.19640228995836645,10,0.04037558685446009,24.767441860465116
43,adaptive,,3.5,True,1,SUCCESS,115,2.3550918301983947,25,603,0.19763901757827618,10,0.04145936981757877,24.12
44,adaptive,,3.4390243902439024,True,1,SUCCESS,211,2.235478576153359,42,1056,0.19958022766370304,10,0.03977272727272727,25.142857142857142
45,adaptive,,3.1052631578947367,True,1,SUCCESS,220,2.2916841506613634,39,1099,0.1962437935735276,50,0.03548680618744313,28.17948717948718
46,adaptive,,4.703703703703703,True,1,SUCCESS,70,2.311730410783749,28,351,0.19943129018410646,10,0.07977207977207977,12.535714285714286
47,adaptive,,2.5813953488372094,True,1,SUCCESS,295,2.340839092616506,44,1473,0.19977731370303847,10,0.02987101154107264,33.47727272727273
48,adaptive,,3.3859649122807016,True,1,SUCCESS,298,2.3086299724725023,58,1489,0.19979446220202635,10,0.03895231699126931,25.67241379310345
49,adaptive,,1.121212121212121,True,1,SUCCESS,322,2.332762197729651,34,1614,0.1995382083094089,50,0.021065675340768277,47.470588235294116
50,adaptive,,2.4,True,1,SUCCESS,422,2.2987127160763032,61,2161,0.19693526530690944,10,0.02822767237390097,35.42622950819672
