episode,policy_type,fixed_fps,mean_fps,success,outcome,outcome_str,n_steps,episode_return,fresh_observations,native_scans,final_goal_distance_m,final_obs_interval,fresh_observation_ratio,native_scans_per_fresh_observation
1,adaptive,,1.0,False,4,TIMEOUT,407,-1.1264240036058313,52,2548,0.997848011162296,50,0.02040816326530612,49.0
2,adaptive,,2.875,True,1,SUCCESS,184,2.281753119221626,33,1001,0.1980639020654569,10,0.03296703296703297,30.333333333333332
3,adaptive,,3.933333333333333,True,1,SUCCESS,332,2.146240150777273,106,2172,0.19707203288399852,10,0.04880294659300184,20.49056603773585
4,adaptive,,4.5625,True,1,SUCCESS,174,2.2380713530207608,65,881,0.19849429619940925,50,0.07377979568671963,13.553846153846154
5,adaptive,,2.3333333333333335,True,1,SUCCESS,284,2.356935946659993,40,1429,0.19699540675239208,10,0.02799160251924423,35.725
6,adaptive,,2.7142857142857144,True,1,SUCCESS,182,2.3324859569094754,29,916,0.1987077120352002,10,0.03165938864628821,31.586206896551722
7,adaptive,,1.0,False,3,COLL_OBST,71,-1.374022099562913,9,356,3.850459440125946,50,0.025280898876404494,39.55555555555556
8,adaptive,,4.485714285714286,True,1,SUCCESS,185,2.1989612731418955,71,1057,0.19717052058592754,50,0.06717123935666983,14.887323943661972
9,adaptive,,1.75,True,1,SUCCESS,93,2.369491973698711,17,681,0.19844897990789034,10,0.024963289280469897,40.05882352941177
10,adaptive,,3.9473684210526314,True,1,SUCCESS,61,2.306297714949631,20,387,0.19575235078317843,10,0.05167958656330749,19.35
11,adaptive,,4.238095238095238,True,1,SUCCESS,60,2.3316479035781805,22,373,0.19912445375124865,10,0.058981233243967826,16.954545454545453
12,adaptive,,4.0,True,1,SUCCESS,65,2.3353509841190436,21,399,0.19992494568400243,50,0.05263157894736842,19.0
13,adaptive,,1.0,False,4,TIMEOUT,495,-1.0532305112528255,52,2531,1.6356223288205496,50,0.020545239035954167,48.67307692307692
14,adaptive,,4.515151515151516,True,1,SUCCESS,93,2.320569910122678,34,495,0.1989484769609899,10,0.06868686868686869,14.558823529411764
15,adaptive,,1.0,False,4,TIMEOUT,390,-0.8721747697747186,52,2536,0.5832164677002747,50,0.02050473186119874,48.76923076923077
16,adaptive,,4.2,True,1,SUCCESS,155,2.31697631760515,46,814,0.19808976864005926,10,0.056511056511056514,17.695652173913043
17,adaptive,,2.5135135135135136,True,1,SUCCESS,178,2.302264191625823,38,1289,0.1965948178160354,10,0.02948021722265322,33.921052631578945
18,adaptive,,4.181818181818182,True,1,SUCCESS,130,2.3201983478967723,45,803,0.1997473536157745,10,0.05603985056039851,17.844444444444445
