step,chosen_fps,prob_0.2hz,prob_0.5hz,prob_1hz,prob_5hz,prob_10hz
2,1.0,0.013395767658948898,0.14086215198040009,0.30940064787864685,0.29201531410217285,0.24432606995105743
11,1.0,0.006525621749460697,0.1201007142663002,0.3226756453514099,0.3040492534637451,0.24664874374866486
21,1.0,0.007225151639431715,0.1313362568616867,0.3203579783439636,0.30564525723457336,0.2354353666305542
31,1.0,0.01383267529308796,0.16956698894500732,0.30765262246131897,0.2938831150531769,0.21506452560424805
41,1.0,0.02105792798101902,0.19707240164279938,0.2943800985813141,0.2847379744052887,0.2027515172958374
51,1.0,0.018486829474568367,0.18717020750045776,0.2938772737979889,0.2934095561504364,0.20705610513687134
61,1.0,0.020005689933896065,0.19150976836681366,0.29472699761390686,0.28821781277656555,0.2055397778749466
71,1.0,0.014376495033502579,0.17169614136219025,0.30305060744285583,0.2969856262207031,0.2138911336660385
81,1.0,0.014661042019724846,0.1804252415895462,0.3041704297065735,0.29492390155792236,0.20581939816474915
91,1.0,0.01918850466609001,0.1962585151195526,0.29318806529045105,0.2909080684185028,0.20045694708824158
101,1.0,0.01688280701637268,0.18730050325393677,0.29784688353538513,0.29424259066581726,0.20372718572616577
111,1.0,0.01504584588110447,0.18316268920898438,0.30169686675071716,0.2956494390964508,0.20444513857364655
121,1.0,0.015107802115380764,0.18352557718753815,0.3018881678581238,0.29454731941223145,0.20493115484714508
131,1.0,0.014932909980416298,0.1836382895708084,0.30035242438316345,0.2980164587497711,0.2030598670244217
141,1.0,0.018419761210680008,0.19032342731952667,0.2942882180213928,0.293960839509964,0.20300769805908203
151,1.0,0.013267764821648598,0.17252899706363678,0.30614209175109863,0.29852601885795593,0.2095351368188858
161,1.0,0.019265402108430862,0.1939612776041031,0.2975282371044159,0.287273108959198,0.20197200775146484
171,1.0,0.015285162255167961,0.18289504945278168,0.30479195713996887,0.2918834686279297,0.20514436066150665
181,1.0,0.02251652628183365,0.2070998102426529,0.28860312700271606,0.2871101200580597,0.1946704387664795
191,1.0,0.01923482120037079,0.19827024638652802,0.29530784487724304,0.2886916995048523,0.19849532842636108
201,1.0,0.006803425028920174,0.1204654723405838,0.3254031836986542,0.3017236888408661,0.24560417234897614
211,1.0,0.0065439254976809025,0.12688902020454407,0.3201954662799835,0.3083866238594055,0.23798498511314392
220,1.0,0.00655843410640955,0.11508592963218689,0.32470011711120605,0.29786041378974915,0.2557951509952545
230,1.0,0.020988089963793755,0.2004210650920868,0.29387083649635315,0.28555020689964294,0.19916988909244537
240,1.0,0.024324888363480568,0.20440684258937836,0.2898178696632385,0.2819514274597168,0.19949892163276672
250,1.0,0.023938236758112907,0.2083885371685028,0.2889479100704193,0.2824223041534424,0.19630298018455505
260,1.0,0.01313762553036213,0.16495336592197418,0.3073337972164154,0.29639580845832825,0.21817944943904877
270,1.0,0.005636835470795631,0.11071036756038666,0.32747113704681396,0.30151814222335815,0.25466349720954895
280,1.0,0.01844819448888302,0.19668534398078918,0.29342302680015564,0.29227954149246216,0.19916389882564545
290,1.0,0.0259222611784935,0.21372061967849731,0.2835398316383362,0.28307393193244934,0.19374334812164307
300,1.0,0.0203188955783844,0.2036471664905548,0.29316258430480957,0.28710800409317017,0.19576330482959747
310,1.0,0.02144961804151535,0.20225699245929718,0.29004454612731934,0.2879542112350464,0.19829462468624115
320,1.0,0.02313941903412342,0.2046809047460556,0.2913229465484619,0.28213614225387573,0.1987205594778061
330,1.0,0.02174563892185688,0.20147249102592468,0.2936132550239563,0.2835938632488251,0.19957472383975983
340,1.0,0.017356501892209053,0.19308578968048096,0.29591041803359985,0.292768657207489,0.20087860524654388
350,1.0,0.01533734891563654,0.1828661412000656,0.30221569538116455,0.29261791706085205,0.20696300268173218
360,1.0,0.018285542726516724,0.19415193796157837,0.2969598174095154,0.28969264030456543,0.2009100466966629
370,1.0,0.015585626475512981,0.18297891318798065,0.3012446463108063,0.29390332102775574,0.2062874734401703
380,1.0,0.017297253012657166,0.1848127692937851,0.29858827590942383,0.2907223105430603,0.2085794359445572
390,1.0,0.01481128204613924,0.18147346377372742,0.300191193819046,0.2970479130744934,0.2064761370420456
400,1.0,0.014423729851841927,0.1789795458316803,0.3029754161834717,0.29629281163215637,0.2073284238576889
410,1.0,0.013219318352639675,0.17364829778671265,0.3065131604671478,0.2975490987300873,0.2090701460838318
420,1.0,0.020732296630740166,0.19455116987228394,0.29420408606529236,0.28794512152671814,0.20256735384464264
430,1.0,0.018982725217938423,0.1963047981262207,0.294249951839447,0.2915749251842499,0.19888760149478912
440,1.0,0.01925334520637989,0.19682414829730988,0.29539185762405396,0.2900524139404297,0.19847826659679413
450,5.0,0.017915029078722,0.19322001934051514,0.2935914099216461,0.29483237862586975,0.20044119656085968
452,5.0,0.015937505289912224,0.19005149602890015,0.2955251932144165,0.2989099323749542,0.19957590103149414
454,5.0,0.019152481108903885,0.19801059365272522,0.28923094272613525,0.29617568850517273,0.19743035733699799
456,5.0,0.023718615993857384,0.20604953169822693,0.2833661139011383,0.2909126877784729,0.19595305621623993
458,5.0,0.025406837463378906,0.20779460668563843,0.2830597758293152,0.2869008183479309,0.19683799147605896
460,5.0,0.025654230266809464,0.20701280236244202,0.28415447473526,0.28542259335517883,0.19775596261024475
462,1.0,0.023612352088093758,0.2018030881881714,0.2878965139389038,0.2865143120288849,0.20017367601394653
472,1.0,0.015274658799171448,0.174042746424675,0.30129969120025635,0.29520630836486816,0.2141764909029007
482,1.0,0.017801396548748016,0.19325168430805206,0.2980436086654663,0.29028376936912537,0.20061956346035004
492,1.0,0.018262403085827827,0.18948008120059967,0.2993263602256775,0.28906944394111633,0.20386174321174622
502,1.0,0.019130654633045197,0.19774936139583588,0.2950352728366852,0.28898322582244873,0.1991014927625656
