t_wall,t_sim,x,y,yaw,robot_tilt_raw,cmd_linear,cmd_angular,goal_x,goal_y
0.10316109657287598,0.03200000000000003,0.3090433939102051,0.02319060372848055,0.07322318725560427,0.0023052334013149525,0.0,0.0,1.0,-2.0
0.12312912940979004,0.052000000000000046,0.31301413564027325,0.023471916722069868,0.06835497144809456,0.002293199031115456,0.0,0.0,1.0,-2.0
0.1432185173034668,0.07200000000000006,0.31658150082768155,0.023712890002073283,0.0666741142459027,0.0023025131424769976,0.0,0.0,1.0,-2.0
0.1634981632232666,0.09200000000000008,0.319748021220093,0.023923466943255426,0.06606312300279446,0.0023340088097373916,0.0,0.0,1.0,-2.0
0.1835775375366211,0.1120000000000001,0.3225192190077998,0.024104595271578027,0.06416847829206214,0.0023899405667405713,0.0,0.0,1.0,-2.0
0.20346665382385254,0.13200000000000012,0.3248950132266008,0.02425344082025783,0.06040368909741909,0.0024724445926781274,0.0,0.0,1.0,-2.0
0.22326087951660156,0.15200000000000014,0.32687385351075104,0.0243693757731772,0.05590788324425857,0.00258171287913401,0.0,0.0,1.0,-2.0
0.2435309886932373,0.17200000000000015,0.3284532195018237,0.024455401244384417,0.05208389215858908,0.002717244648133354,0.0,0.0,1.0,-2.0
0.26328587532043457,0.19200000000000017,0.32963163387160144,0.024515594999033215,0.04936445226286136,0.00287396711630617,0.0,0.0,1.0,-2.0
0.28338098526000977,0.2120000000000002,0.3304101004289029,0.02455372641264488,0.04714503196054099,0.003041745997793957,0.0,0.0,1.0,-2.0
0.3033103942871094,0.2320000000000002,0.3307894748034779,0.02457149800278738,0.04458577043324204,0.003212259570405802,0.0,0.0,1.0,-2.0
0.3232753276824951,0.2519999999999998,0.3309042265745315,0.024577196199373447,0.041830115036282436,0.0033724644594224757,0.0,0.0,1.0,-2.0
0.3433208465576172,0.27200000000000024,0.3309095467589476,0.024578002176531447,0.04042247660963449,0.0035157439878514885,0.0,0.0,1.0,-2.0
0.3633575439453125,0.2919999999999998,0.3309109022947738,0.02457817162034111,0.041145568651019926,0.0036377080496667147,0.0,0.0,1.0,-2.0
0.3832886219024658,0.31199999999999983,0.33091003767719124,0.024578048435890617,0.04276776599141841,0.0037386673313771286,0.0,0.0,1.0,-2.0
0.4032766819000244,0.33199999999999985,0.33090994377049043,0.024578118826981542,0.043668181613640195,0.003819006618453185,0.0,0.0,1.0,-2.0
0.42326855659484863,0.35199999999999987,0.33091166894233853,0.024578561974265153,0.04329786813030945,0.003878856354321312,0.0,0.0,1.0,-2.0
