t_wall,t_sim,x,y,yaw,goal_x,goal_y
0.040954405441880226,0.03999999999999998,0.02425619260529753,0.00013845639781988136,0.02410802524197389,-2.0,1.0
0.23808487504720688,0.24000000000000005,0.0501563861149623,0.0007542387601716828,0.02414307088147317,-2.0,1.0
0.33783504040911794,0.32,0.06772034797788082,0.001274360984019945,0.03659623620056799,-2.0,1.0
0.4386615250259638,0.44,0.09405975152075374,0.002435546694611165,0.053130168670836704,-2.0,1.0
0.5382211422547698,0.54,0.11599177931359164,0.0037587781374336204,0.06815315308786953,-2.0,1.0
0.6386713702231646,0.6399999999999999,0.13789415976693442,0.005428158051197369,0.08443526575573874,-2.0,1.0
0.7388721210882068,0.74,0.15975310997070089,0.007465290070431829,0.10191255041959321,-2.0,1.0
0.9389738850295544,0.94,0.20331846129029177,0.01274423066744633,0.14047681536947823,-2.0,1.0
1.1388079021126032,1.14,0.24663123667203465,0.019811544635117282,0.18415135798588456,-2.0,1.0
1.2391441613435745,1.24,0.26816016591507436,0.024073281874266193,0.20721145712544387,-2.0,1.0
1.3387224981561303,1.34,0.28958546489846476,0.02883744412148836,0.23092538566156834,-2.0,1.0
1.5396508052945137,1.5399999999999998,0.33206250537310716,0.0399180874323846,0.28036340007712784,-2.0,1.0
1.639306340366602,1.64,0.35307388747401813,0.04625435916300072,0.3061066362954895,-2.0,1.0
1.738989065401256,1.74,0.37390370640554227,0.05313340651221084,0.3325603977825471,-2.0,1.0
1.839067337103188,1.84,0.39453638112746486,0.060567706057365216,0.3597940824488854,-2.0,1.0
2.0391727522946894,2.04,0.4351389890264454,0.07715562449994808,0.41711543236132054,-2.0,1.0
2.1399972373619676,2.14,0.4550590141671164,0.08633801548332938,0.4474328216688439,-2.0,1.0
2.2390311881899834,2.22,0.47078602986177,0.09412361426120766,0.47262826342808484,-2.0,1.0
2.339291258249432,2.3400000000000003,0.4939866586632022,0.10655527254414271,0.512020904773246,-2.0,1.0
2.539550651330501,2.54,0.531466255250247,0.12930085828113036,0.5800477457973287,-2.0,1.0
2.640749513171613,2.64,0.5495899849164311,0.1416233203171378,0.6149541155950664,-2.0,1.0
2.7398435142822564,2.74,0.5672701890620246,0.15457687729242775,0.6504013014052076,-2.0,1.0
