step,wall_time,sim_time,x,y,goal_distance_m,current_fps,obs_interval,frame_consumed,frame_penalty,frame_cost,episode_frame_count,scans_since_last_obs,instant_reward,cumulative_reward,outcome,outcome_str
1,0.08638228103518486,0.0799999999999983,0.8675513517053193,0.18837944445972682,1.732855512944928,10.0,5,False,0.0,0.0025,1,4,0.008134655629027623,0.008134655629027623,0,UNKNOWN: 0
2,0.18678764067590237,0.17999999999999972,0.8835594442944755,0.20172533754325572,1.7122957239029133,5.0,10,True,0.0025,0.0025,2,4,0.009268172294812938,0.017402827923840562,0,UNKNOWN: 0
3,0.2874274179339409,0.28000000000000114,0.8993014193904789,0.21616003532282016,1.691089115606172,5.0,10,False,0.0,0.0025,2,9,0.01213840374114104,0.029541231664981602,0,UNKNOWN: 0
4,0.48718886682763696,0.480000000000004,0.9293412442254142,0.247800103908519,1.6475176783275005,5.0,10,True,0.0025,0.0025,3,9,0.0224397588652397,0.0519809905302213,0,UNKNOWN: 0
5,0.5881916810758412,0.5799999999999983,0.9433493939755392,0.26442233791008435,1.625780550789813,5.0,10,True,0.0025,0.0025,4,4,0.009942066479139445,0.061923057009360745,0,UNKNOWN: 0
6,0.6883030729368329,0.6799999999999997,0.9571927192707692,0.281481994317215,1.603818257928641,5.0,10,False,0.0,0.0025,4,9,0.012570948361933532,0.07449400537129428,0,UNKNOWN: 0
7,0.7882817056961358,0.7800000000000011,0.9707946340431878,0.2987516172110769,1.581853840866304,5.0,10,True,0.0025,0.0025,5,4,0.010072164228752352,0.08456616960004662,0,UNKNOWN: 0
8,0.888684845995158,0.8800000000000026,0.98446151182843,0.31598072106762,1.559878271747851,5.0,10,False,0.0,0.0025,5,9,0.012578547529551199,0.09714471712959782,0,UNKNOWN: 0
9,1.0889320196583867,1.0799999999999983,1.01251431620058,0.34994256460984985,1.5158365009279071,5.0,10,True,0.0025,0.0025,6,9,0.022708972043371616,0.11985368917296944,0,UNKNOWN: 0
10,1.188723634928465,1.1799999999999997,1.027260183517986,0.3663597134862828,1.49377472464551,5.0,10,True,0.0025,0.0025,7,4,0.010127891457947904,0.12998158063091736,0,UNKNOWN: 0
11,1.28894632589072,1.2800000000000011,1.0428018903326088,0.38205170684210005,1.4717461390063151,5.0,10,False,0.0,0.0025,7,9,0.012608893538903989,0.14259047416982135,0,UNKNOWN: 0
12,1.3890974479727447,1.3800000000000026,1.0589963888113192,0.3970157260321977,1.4498489883142016,5.0,10,True,0.0025,0.0025,8,4,0.01003366177948992,0.15262413594931126,0,UNKNOWN: 0
13,1.5891034440137446,1.5799999999999983,1.090289854836339,0.4276289744582479,1.406254627364625,5.0,10,True,0.0025,0.0025,9,4,0.022452880094659372,0.17507701604397063,0,UNKNOWN: 0
14,1.6889501987025142,1.6799999999999997,1.1054324367317994,0.443347942790598,1.3844727145857099,5.0,10,False,0.0,0.0025,9,9,0.012467701004569445,0.1875447170485401,0,UNKNOWN: 0
15,1.7891451697796583,1.7800000000000011,1.1201929724608,0.45919034762851496,1.362844540866108,5.0,10,True,0.0025,0.0025,10,4,0.00987970264355781,0.1974244196920979,0,UNKNOWN: 0
16,1.8891028338111937,1.8800000000000026,1.1345157481471808,0.47526481239599866,1.341322223171226,5.0,10,False,0.0,0.0025,10,9,0.0123191119470871,0.209743531639185,0,UNKNOWN: 0
17,2.0891990489326417,2.0799999999999983,1.1622126405758635,0.5077837236199023,1.2986072815039384,5.0,10,True,0.0025,0.0025,11,9,0.02194951123167112,0.23169304287085613,0,UNKNOWN: 0
18,2.1903374018147588,2.1799999999999997,1.1757093130098981,0.523900145912344,1.277586009758839,5.0,10,True,0.0025,0.0025,12,4,0.009532319361199701,0.24122536223205582,0,UNKNOWN: 0
19,2.2905476139858365,2.280000000000001,1.1891899133349386,0.5395611524048737,1.2569231084519426,5.0,10,False,0.0,0.0025,12,9,0.011827192496642719,0.25305255472869853,0,UNKNOWN: 0
20,2.3906651358120143,2.3800000000000026,1.2031067685185206,0.5553342119918095,1.235893339902183,5.0,10,True,0.0025,0.0025,13,4,0.009537182828475117,0.26258973755717363,0,UNKNOWN: 0
