t_wall,t_sim,x,y,yaw,goal_x,goal_y
0.07858292199671268,0.08000000000000002,0.026929313380766134,0.0003393726702467231,0.036192393716692466,-2.2,0.0
0.1787723726592958,0.18,0.03900869484991311,0.0007919251399145343,0.03841584511401454,-2.2,0.0
0.278799285646528,0.2800000000000001,0.057533993817322486,0.0012033031389813208,-0.005034353550784719,-2.2,0.0
0.37857264187186956,0.38000000000000006,0.07567748122737565,0.0003668698930485789,-0.0973037373556858,-2.2,0.0
0.4788254126906395,0.48000000000000004,0.08840927970640873,-0.0017138991425123763,-0.2494179702848329,-2.2,0.0
0.5789068047888577,0.5800000000000001,0.09958167985618038,-0.005854532647490524,-0.45004476958719003,-2.2,0.0
0.6787741896696389,0.6799999999999999,0.11323651942470181,-0.013957300455931023,-0.6263166153017359,-2.2,0.0
0.7784497458487749,0.78,0.1268411970378417,-0.025867795812781782,-0.8053460087572683,-2.2,0.0
0.9791696858592331,0.98,0.1499783664565782,-0.062101033989463456,-1.1873100324942183,-2.2,0.0
1.0787256937474012,1.0799999999999998,0.15653018304682445,-0.08338989255916321,-1.3605646281127313,-2.2,0.0
1.2786015807650983,1.28,0.1581160076859456,-0.12777698168525772,-1.7117153576487991,-2.2,0.0
1.479413430672139,1.48,0.146004604982953,-0.17040416223639668,-1.9424267834747797,-2.2,0.0
1.5786878899671137,1.5799999999999998,0.1372256657466125,-0.19070729036366782,-2.005703802410544,-2.2,0.0
1.779751317575574,1.78,0.11669546654327459,-0.2298205977531616,-2.0996909189278794,-2.2,0.0
1.9801391209475696,1.9799999999999998,0.09289035058097601,-0.2669730059391183,-2.17425765805456,-2.2,0.0
2.080179933924228,2.08,0.08033554262546594,-0.2850140422765359,-2.187939558847542,-2.2,0.0
2.1801868570037186,2.18,0.06746762602087882,-0.30286898634151554,-2.206057746237206,-2.2,0.0
2.279970561619848,2.2800000000000002,0.0541893851768192,-0.32044657594885834,-2.2282680313411203,-2.2,0.0
2.380026594735682,2.3800000000000003,0.04051967497348625,-0.33773040782607855,-2.2502243166672256,-2.2,0.0
2.5800810805521905,2.58,0.01215180810597912,-0.3714017541511259,-2.2913518174511847,-2.2,0.0
2.6810170258395374,2.68,-0.002504985740944209,-0.3877692306848706,-2.310971977687521,-2.2,0.0
2.781281486619264,2.7800000000000002,-0.01749245369499029,-0.4038365061592434,-2.3338552681376528,-2.2,0.0
2.8811630019918084,2.8800000000000003,-0.03288647426749822,-0.4195234506988005,-2.3588941725449777,-2.2,0.0
3.0815255949273705,3.08,-0.06478070811520288,-0.44946355499759283,-2.4181361468248768,-2.2,0.0
3.181556927971542,3.18,-0.08142165062243419,-0.4637146370594785,-2.447514255908757,-2.2,0.0
3.2816912098787725,3.2800000000000002,-0.09849164565434691,-0.4775239875605385,-2.475549463813712,-2.2,0.0
3.38146295491606,3.3800000000000003,-0.1155016303094943,-0.4905463397842108,-2.5003784065436507,-2.2,0.0
3.481499687768519,3.48,-0.13258977984159787,-0.5028788471313616,-2.531491479105426,-2.2,0.0
3.681508784648031,3.68,-0.16884064271189175,-0.5264002993568873,-2.6032614825920586,-2.2,0.0
3.7815739777870476,3.78,-0.1878053826520206,-0.5373175692876382,-2.628032525966167,-2.2,0.0
3.8819476179778576,3.8800000000000003,-0.20701874080114618,-0.5479962927940842,-2.6433310776250702,-2.2,0.0
3.9818312018178403,3.98,-0.22639791535189005,-0.5583932633538099,-2.6561576359087185,-2.2,0.0
4.082100652623922,4.08,-0.24591485483592496,-0.5685431722806601,-2.668589135685768,-2.2,0.0
4.181764278560877,4.18,-0.2655582141846538,-0.5784409768252089,-2.681388399558879,-2.2,0.0
4.282094008754939,4.279999999999999,-0.28532992707545834,-0.5880824939923976,-2.6944367495492147,-2.2,0.0
4.3821707717143,4.38,-0.30522468390101665,-0.5974671066644404,-2.7071161801325547,-2.2,0.0
4.482102355919778,4.4799999999999995,-0.3252355780270714,-0.6066056417148848,-2.719485739882515,-2.2,0.0
4.582214677706361,4.58,-0.3453593937602735,-0.6154804083851511,-2.735157450183182,-2.2,0.0
4.682245110627264,4.68,-0.36564316037367434,-0.6239874826187766,-2.7533476655699007,-2.2,0.0
4.782323993742466,4.779999999999999,-0.3861002881718551,-0.6321297830660313,-2.7720025516404014,-2.2,0.0
4.883249158971012,4.88,-0.40671230583154366,-0.6399007977926384,-2.7901848739662887,-2.2,0.0
4.983494489919394,4.9799999999999995,-0.42712758442338183,-0.6472563431293291,-2.790213174943275,-2.2,0.0
5.083213295787573,5.08,-0.4470200233148081,-0.6547717692892973,-2.7763375730822974,-2.2,0.0
5.18357518594712,5.18,-0.46698806712632474,-0.6625053026821097,-2.781046257583622,-2.2,0.0
5.283532579895109,5.279999999999999,-0.48773645988157216,-0.6696786904253986,-2.827158597195634,-2.2,0.0
5.383701141923666,5.38,-0.5083616562532159,-0.6759701583905534,-2.8526060987866213,-2.2,0.0
5.483400516677648,5.4799999999999995,-0.526914458490164,-0.681799877798469,-2.8306076020930027,-2.2,0.0
5.583796146791428,5.58,-0.5454855226046406,-0.6878126698411791,-2.834164332343695,-2.2,0.0
5.68348458269611,5.68,-0.5634348326652164,-0.6925438251052195,-2.9503222418530717,-2.2,0.0
5.7839012229815125,5.779999999999999,-0.5811586920189428,-0.69502974884142,-3.0381042194360712,-2.2,0.0
5.883868085686117,5.88,-0.6026616536324513,-0.6968525591053765,-3.061991268791445,-2.2,0.0
5.983915159013122,5.9799999999999995,-0.6245320779631437,-0.6984608420207015,-3.059089405845291,-2.2,0.0
6.083950561936945,6.08,-0.6449957578036326,-0.7012473917566721,-2.9480168906690354,-2.2,0.0
6.184070883784443,6.18,-0.6645058487143567,-0.7058829452009387,-2.8873169241850465,-2.2,0.0
6.2838158695958555,6.279999999999999,-0.683610906224324,-0.7103975541492991,-2.949317961151199,-2.2,0.0
6.383980311919004,6.38,-0.7002934319869966,-0.7126049053635162,-3.0922079251508574,-2.2,0.0
6.484149612952024,6.4799999999999995,-0.7181509626253456,-0.7116043035670413,2.9886973091559303,-2.2,0.0
6.584307554643601,6.58,-0.7331658475502002,-0.7079890311369093,2.793041577380263,-2.2,0.0
6.684303808957338,6.68,-0.7385759112382487,-0.7055193008714159,2.596557988702413,-2.2,0.0
6.784036713652313,6.779999999999999,-0.7443454997970597,-0.7010699240570828,2.3992431868817383,-2.2,0.0
6.884052576962858,6.88,-0.7536552756886961,-0.6906602007507398,2.2003555879693284,-2.2,0.0
6.984369997866452,6.9799999999999995,-0.7618437094638763,-0.6765577366729887,2.001506146003966,-2.2,0.0
7.0850112359039485,7.08,-0.7678062921559656,-0.6592613235805578,1.8019513857299903,-2.2,0.0
7.185045458842069,7.18,-0.770271921128661,-0.6412026161139106,1.6245466887109061,-2.2,0.0
7.285010221879929,7.279999999999999,-0.7703778492363784,-0.6208297174238073,1.5243609027407428,-2.2,0.0
7.385375241748989,7.38,-0.7683883332751884,-0.6004481706952324,1.4391080183990315,-2.2,0.0
7.48534697573632,7.4799999999999995,-0.7655957141211103,-0.578919162707192,1.4390147872747958,-2.2,0.0
7.5856349458917975,7.58,-0.7627061983874986,-0.5574560771357823,1.435932822303436,-2.2,0.0
7.685704818926752,7.68,-0.7597540002754922,-0.5361566318498284,1.431135112335185,-2.2,0.0
7.785632812883705,7.779999999999999,-0.7567115604202909,-0.5149064521915427,1.426343534095639,-2.2,0.0
7.885508036706597,7.879999999999999,-0.753577552488949,-0.4936933099631176,1.4216069899879857,-2.2,0.0
