ppo_step,t_wall_s,t_sim_s,ppo_step_sim_dt,inner_ticks,x,y,yaw,goal_distance_m,goal_distance_norm,ppo_reward,ppo_reward_cumulative,navigation_reward,terminal_reward,frame_cost_reward,fresh_observation,frame_consumed,episode_frame_count,current_fps,scan_divisor_k,obs_age_ratio,fps_ratio,frame_count_ratio,action_linear,action_angular,outcome,done
1,0.08644774090498686,0.07999999999998408,0.09999999999999432,74,-0.16328704457274362,1.925050546414514,0.8029530580762763,1.2473199490187352,0.2099972367286682,-0.009535830642226538,-0.009535830642226538,-0.009535830642226538,0.0,-0.0,False,False,1,10.0,5,0.016,1.0,0.002,0.9970970749855042,-0.2741883099079132,0,False
2,0.28707838198170066,0.2599999999999909,0.1740000000000066,328,-0.13564318326847588,1.9517187580990407,0.7231047349222872,1.2856443438948368,0.21644948422908783,-0.033518384533609995,-0.04305421517583653,-0.031018384533609993,0.0,-0.0025,True,True,2,5.0,10,0.032,0.5,0.004,0.995625913143158,-0.2594728171825409,0,False
3,0.3870528847910464,0.3599999999999852,0.09999999999999432,164,-0.11880008114806057,1.9657851435385925,0.6622003907374321,1.307384480717508,0.22010962665081024,-0.02009568353157256,-0.06314989870740909,-0.01759568353157256,0.0,-0.0025,True,True,3,5.0,10,0.012,0.5,0.006,0.9809004068374634,-0.49106764793395996,0,False
4,0.48713718820363283,0.46000000000000796,0.10000000000002274,163,-0.10092545355035676,1.9782229812551386,0.5594642248433976,1.328629059110073,0.2236863374710083,-0.017194596391290343,-0.08034449509869943,-0.017194596391290343,0.0,-0.0,False,False,3,5.0,10,0.032,0.5,0.006,0.9833011627197266,-0.48639726638793945,0,False
5,0.5871319910511374,0.5600000000000023,0.09999999999999432,164,-0.08272568826950416,1.9884689791081387,0.45906378130937014,1.348504058801537,0.22703246772289276,-0.018586108731220758,-0.09893060382992018,-0.01608610873122076,0.0,-0.0025,True,True,4,5.0,10,0.012,0.5,0.008,0.6521936058998108,-0.8595978021621704,0,False
6,0.6874390719458461,0.6599999999999966,0.09999999999999432,164,-0.06764390571128785,1.9947369061584808,0.30678893326153633,1.3633742635316173,0.2295359969139099,-0.012035407992802158,-0.11096601182272234,-0.012035407992802158,0.0,-0.0,False,False,4,5.0,10,0.032,0.5,0.008,0.6813989877700806,-0.8402681946754456,0,False
7,0.7875662739388645,0.7599999999999909,0.09999999999999432,161,-0.05394374416375849,1.9979409578841856,0.14096055228389598,1.3751031287722653,0.23151065409183502,-0.011992920980317331,-0.12295893280303967,-0.009492920980317331,0.0,-0.0025,True,True,5,5.0,10,0.012,0.5,0.01,0.3492179214954376,-0.9997981190681458,0,False
8,0.8874265789054334,0.8599999999999852,0.09999999999999432,159,-0.045461293102778196,1.998430367228504,-0.052471148658900485,1.3813064157325896,0.23255503177642822,-0.005020716985349098,-0.12797964978838877,-0.005020716985349098,0.0,-0.0,False,False,5,5.0,10,0.032,0.5,0.01,0.3124851584434509,-0.9998312592506409,0,False
9,0.9875239809043705,0.960000000000008,0.10000000000002274,163,-0.03684367918295967,1.9970554939932192,-0.24965589027156712,1.3862863398386671,0.23339344561100006,-0.0065305711641341566,-0.13451022095252294,-0.004030571164134157,0.0,-0.0025,True,True,6,5.0,10,0.012,0.5,0.012,0.5414272546768188,-0.9999964237213135,0,False
10,1.0874591348692775,1.0600000000000023,0.09999999999999432,164,-0.02507734559015143,1.9927662233904075,-0.4483443947643374,1.3914233663225688,0.23425830900669098,-0.004157724168956516,-0.13866794512147945,-0.004157724168956516,0.0,-0.0,False,False,6,5.0,10,0.032,0.5,0.012,0.594136655330658,-0.9999740719795227,0,False
11,1.1876122867688537,1.1599999999999966,0.09999999999999432,163,-0.014709293322537268,1.9865421685776619,-0.6470083421747732,1.39429670243169,0.23474206030368805,-0.004825574731581806,-0.14349351985306125,-0.002325574731581807,0.0,-0.0025,True,True,7,5.0,10,0.012,0.5,0.014,0.45589694380760193,-0.9522753357887268,0,False
12,1.2875042110681534,1.259999999999991,0.09999999999999432,162,-0.007068618378201444,1.9795789611629797,-0.8347187358801905,1.3948073957950964,0.23482804000377655,-0.0004133368100427033,-0.14390685666310396,-0.0004133368100427033,0.0,-0.0,False,False,7,5.0,10,0.032,0.5,0.014,0.4445875585079193,-0.9362152814865112,0,False
13,1.38768793316558,1.3599999999999852,0.09999999999999432,164,-0.0002883563813580397,1.9704226523651958,-1.0214374404058524,1.3932492942406063,0.23456571996212006,-0.001238928734143512,-0.14514578539724748,0.001261071265856488,0.0,-0.0025,True,True,8,5.0,10,0.012,0.5,0.016,0.8825005292892456,-0.6355724930763245,0,False
14,1.4875245280563831,1.460000000000008,0.10000000000002274,157,0.007400953801790993,1.95494214545574,-1.1781587534197977,1.3880818208733403,0.23369573056697845,0.004182366779468609,-0.14096341861777886,0.004182366779468609,0.0,-0.0,False,False,8,5.0,10,0.032,0.5,0.016,0.9031757116317749,-0.5612602233886719,0,False
15,1.5878669382072985,1.5600000000000023,0.09999999999999432,164,0.014230118891951929,1.9355133274471537,-1.2843768690643325,1.3797999145647315,0.23230139911174774,0.004203076601268171,-0.1367603420165107,0.006703076601268171,0.0,-0.0025,True,True,9,5.0,10,0.012,0.5,0.018,0.9971567988395691,-0.41842523217201233,0,False
16,1.6878922511823475,1.6599999999999966,0.09999999999999432,163,0.019650924589716724,1.9140998962221345,-1.364445278992756,1.3694037200299432,0.2305511087179184,0.008414305321944378,-0.12834603669456632,0.008414305321944378,0.0,-0.0,False,False,9,5.0,10,0.032,0.5,0.018,0.9972070455551147,-0.41259315609931946,0,False
17,1.7878290847875178,1.759999999999991,0.09999999999999432,163,0.023286788030669536,1.892277223506273,-1.448579214349556,1.3576724650629846,0.22857604920864105,0.0069948551387005835,-0.12135118155586573,0.009494855138700584,0.0,-0.0025,True,True,10,5.0,10,0.012,0.5,0.02,0.999997615814209,-0.4567144215106964,0,False
18,1.888012477196753,1.8599999999999852,0.09999999999999432,164,0.02495772490570256,1.8701668150181345,-1.5402560661237468,1.34451799531551,0.22636137902736664,0.010646753909149036,-0.1107044276467167,0.010646753909149036,0.0,-0.0,False,False,10,5.0,10,0.032,0.5,0.02,0.9999966025352478,-0.4467358887195587,0,False
19,1.9881910188123584,1.960000000000008,0.10000000000002274,162,0.024668816909530888,1.8480755957643529,-1.625528162881536,1.3301046708526576,0.22393476963043213,0.009165625564129445,-0.10153880208258725,0.011665625564129445,0.0,-0.0025,True,True,11,5.0,10,0.012,0.5,0.022,0.9999604821205139,-0.36901843547821045,0,False
20,2.0881269620731473,2.0600000000000023,0.09999999999999432,163,0.022708185550363896,1.8260263396097707,-1.6975598458258663,1.3146297768576218,0.2213294357061386,0.012524821699251263,-0.089013980383336,0.012524821699251263,0.0,-0.0,False,False,11,5.0,10,0.032,0.5,0.022,0.9999474883079529,-0.3590119183063507,0,False
21,2.188340524211526,2.1599999999999966,0.09999999999999432,163,0.019166378228962732,1.8042045674303064,-1.7648071465953228,1.298246963881334,0.2185712456703186,0.01075965861388181,-0.07825432176945418,0.01325965861388181,0.0,-0.0025,True,True,12,5.0,10,0.012,0.5,0.024,0.9986293315887451,-0.29741838574409485,0,False
22,2.288108848966658,2.259999999999991,0.09999999999999432,164,0.014307986693584284,1.7826750524685573,-1.8228383896835902,1.2811716613252728,0.21569646894931793,0.013820134732040369,-0.06443418703741381,0.013820134732040369,0.0,-0.0,False,False,12,5.0,10,0.032,0.5,0.024,0.9984386563301086,-0.2939257323741913,0,False
