episode,policy_type,fixed_fps,mean_fps,success,outcome,outcome_str,n_steps,episode_return,fresh_observations,native_scans,final_goal_distance_m,final_obs_interval,fresh_observation_ratio,native_scans_per_fresh_observation
19,adaptive,,5.0,True,1,SUCCESS,66,2.258626711493921,34,331,0.19664048814108182,10,0.1027190332326284,9.735294117647058
20,adaptive,,5.0,True,1,SUCCESS,412,1.8936019193827587,207,2063,0.19840474784404935,10,0.10033931168201649,9.966183574879228
21,adaptive,,5.0,True,1,SUCCESS,141,2.223419008394882,72,710,0.19916598630944252,10,0.10140845070422536,9.86111111111111
22,adaptive,,5.0,True,1,SUCCESS,448,1.891064088425485,226,2246,0.1967753749150561,10,0.1006233303650935,9.938053097345133
23,adaptive,,5.0,True,1,SUCCESS,194,2.1608005015135774,98,971,0.19928042764720413,10,0.10092687950566426,9.908163265306122
24,adaptive,,5.0,True,1,SUCCESS,252,2.1361508100185223,129,1276,0.197030610961282,10,0.10109717868338558,9.891472868217054
25,adaptive,,5.0,True,1,SUCCESS,200,2.19704356412774,101,1004,0.19910427384018164,10,0.10059760956175298,9.94059405940594
26,adaptive,,5.0,True,1,SUCCESS,85,2.2798958972911745,55,539,0.19751302589668013,10,0.10204081632653061,9.8
27,adaptive,,5.0,True,1,SUCCESS,124,2.1056948944483107,94,931,0.19872576774510228,10,0.10096670247046187,9.904255319148936
28,adaptive,,5.0,True,1,SUCCESS,53,2.270919723426385,38,375,0.1979424906926228,10,0.10133333333333333,9.868421052631579
29,adaptive,,5.0,True,1,SUCCESS,54,2.2937847328478265,38,374,0.19898137995195117,10,0.10160427807486631,9.842105263157896
30,adaptive,,5.0,True,1,SUCCESS,191,2.068872604847135,153,1521,0.19707937907969397,10,0.10059171597633136,9.941176470588236
31,adaptive,,5.0,True,1,SUCCESS,224,2.0192639998483113,174,1732,0.19814143540797755,10,0.10046189376443418,9.954022988505747
32,adaptive,,5.0,True,1,SUCCESS,122,2.178391517787803,100,993,0.1982269123777713,10,0.10070493454179255,9.93
33,adaptive,,5.0,True,1,SUCCESS,148,2.1606595335934693,116,1151,0.19786697091578975,10,0.10078192875760209,9.922413793103448
34,adaptive,,5.0,True,1,SUCCESS,140,2.131860609084777,111,1098,0.19943744151664664,10,0.10109289617486339,9.891891891891891
35,adaptive,,5.0,True,1,SUCCESS,239,1.9982841561511107,174,1730,0.19944432304333726,10,0.10057803468208093,9.942528735632184
36,adaptive,,5.0,True,1,SUCCESS,115,2.108466399240856,93,919,0.19887806854321005,10,0.10119695321001088,9.881720430107526
37,adaptive,,5.0,True,1,SUCCESS,81,2.255745460922789,66,652,0.19996437616812682,10,0.10122699386503067,9.878787878787879
38,adaptive,,5.0,True,1,SUCCESS,74,2.254421640598812,59,576,0.19976173622782886,10,0.10243055555555555,9.76271186440678
39,adaptive,,5.0,True,1,SUCCESS,245,2.060210271787536,158,1575,0.1964902672899481,10,0.10031746031746032,9.968354430379748
40,adaptive,,5.0,True,1,SUCCESS,158,2.1587420935578914,99,983,0.19601276456974392,10,0.10071210579857579,9.929292929292929
41,adaptive,,5.0,True,1,SUCCESS,266,2.0459084970055,165,1642,0.1988466923218361,10,0.10048721071863581,9.951515151515151
42,adaptive,,5.0,True,1,SUCCESS,259,2.053948687201869,158,1570,0.19743529341030028,10,0.10063694267515924,9.936708860759493
43,adaptive,,5.0,True,1,SUCCESS,192,2.1211239898455574,115,1149,0.198381669283476,10,0.10008703220191471,9.991304347826087
44,adaptive,,5.0,False,3,COLL_OBST,98,-1.3321818405254562,60,586,0.8604273307233922,10,0.10238907849829351,9.766666666666667
45,adaptive,,5.0,True,1,SUCCESS,35,2.2558986581556555,21,199,0.1972976407493925,10,0.10552763819095477,9.476190476190476
46,adaptive,,5.0,True,1,SUCCESS,82,2.282960379868159,42,410,0.19764412893732933,10,0.1024390243902439,9.761904761904763
47,adaptive,,5.0,True,1,SUCCESS,277,2.028805922617136,172,1707,0.1981251719928084,10,0.10076157000585823,9.924418604651162
48,adaptive,,5.0,True,1,SUCCESS,234,2.118936003156546,134,1331,0.19802628600316094,10,0.10067618332081142,9.932835820895523
49,adaptive,,5.0,False,4,TIMEOUT,506,-1.841301959507958,254,2534,1.6482167175275326,10,0.10023677979479084,9.976377952755906
50,adaptive,,5.0,True,1,SUCCESS,151,2.2324182456509343,80,790,0.19688494829181472,10,0.10126582278481013,9.875
