episode,policy_type,fixed_fps,mean_fps,success,outcome,outcome_str,n_steps,episode_return,fresh_observations,native_scans,final_goal_distance_m,final_obs_interval,fresh_observation_ratio,native_scans_per_fresh_observation
1,adaptive,,5.0,True,1,SUCCESS,386,1.8000947924766104,241,2398,0.19981041583785894,10,0.10050041701417849,9.950207468879668
2,adaptive,,5.0,True,1,SUCCESS,57,2.2803351934869456,36,350,0.19968493307945867,10,0.10285714285714286,9.722222222222221
3,adaptive,,5.0,True,1,SUCCESS,449,1.823349923280397,234,2328,0.19832420521654504,10,0.10051546391752578,9.948717948717949
4,adaptive,,5.0,True,1,SUCCESS,255,2.091299540418939,128,1275,0.19897715367671673,10,0.1003921568627451,9.9609375
5,adaptive,,5.0,False,4,TIMEOUT,507,-1.5262082371973262,255,2541,1.6510746531782077,10,0.10035419126328217,9.964705882352941
6,adaptive,,5.0,True,1,SUCCESS,154,2.236717534894193,80,795,0.19674304722857702,10,0.10062893081761007,9.9375
7,adaptive,,5.0,True,1,SUCCESS,158,2.1721003994670283,115,1142,0.1970939608356075,10,0.10070052539404553,9.930434782608696
8,adaptive,,5.0,True,1,SUCCESS,175,2.191618783234763,103,1022,0.199860511581999,10,0.10078277886497064,9.922330097087379
9,adaptive,,5.0,True,1,SUCCESS,107,2.270984759687785,59,580,0.19567738418373212,10,0.10172413793103448,9.830508474576272
10,adaptive,,5.0,True,1,SUCCESS,69,2.2526051812280423,36,347,0.196570743536166,10,0.1037463976945245,9.63888888888889
11,adaptive,,5.0,True,1,SUCCESS,388,1.8967357178657502,196,1955,0.19960498788353198,10,0.10025575447570333,9.974489795918368
12,adaptive,,5.0,True,1,SUCCESS,70,2.2909010772151306,36,349,0.19897401162916023,10,0.10315186246418338,9.694444444444445
13,adaptive,,5.0,True,1,SUCCESS,284,2.0915812734042216,144,1430,0.19661413477037917,10,0.1006993006993007,9.930555555555555
14,adaptive,,5.0,False,4,TIMEOUT,498,-1.4637704539412568,251,2505,1.3836683504112492,10,0.10019960079840319,9.9800796812749
15,adaptive,,5.0,True,1,SUCCESS,135,2.251770839952962,72,713,0.19898916868955596,10,0.10098176718092566,9.902777777777779
16,adaptive,,5.0,True,1,SUCCESS,229,2.0704573690545978,153,1521,0.1984165637130294,10,0.10059171597633136,9.941176470588236
17,adaptive,,5.0,True,1,SUCCESS,133,2.2010767804572255,82,806,0.19767683278443135,10,0.10173697270471464,9.829268292682928
18,adaptive,,5.0,True,1,SUCCESS,180,2.2003017970762846,93,925,0.19952048450593884,10,0.10054054054054054,9.946236559139784
