ppo_step,t_wall_s,t_sim_s,ppo_step_sim_dt,inner_ticks,x,y,yaw,goal_distance_m,goal_distance_norm,ppo_reward,ppo_reward_cumulative,navigation_reward,terminal_reward,frame_cost_reward,fresh_observation,frame_consumed,episode_frame_count,current_fps,scan_divisor_k,obs_age_ratio,fps_ratio,frame_count_ratio,action_linear,action_angular,outcome,done
1,0.09428221778944135,0.0799999999999983,0.10000000000000142,95,0.1687603439531369,1.9448419976600337,2.8913483992876774,1.5029063114200985,0.25302743911743164,0.005276368162205935,0.005276368162205935,0.005276368162205935,0.0,-0.0,False,False,1,10.0,5,0.016,1.0,0.002,0.870161235332489,0.4953181743621826,0,False
2,0.29435495380312204,0.28000000000000114,0.19999999999999574,307,0.13910538284249868,1.9489756785513976,-3.11672274534741,1.4826044358028616,0.24960944056510925,0.01093713529821758,0.016213503460423516,0.01343713529821758,0.0,-0.0025,True,True,2,5.0,10,0.036,0.5,0.004,0.6276363134384155,0.740576982498169,0,False
3,0.39472142374143004,0.37999999999999545,0.10000000000000142,154,0.12593541424734386,1.9476407474016622,-2.943983601303728,1.4716499303952193,0.24776515364646912,0.004750422279337162,0.020963925739760678,0.007250422279337161,0.0,-0.0025,True,True,3,5.0,10,0.016,0.5,0.006,0.6651961803436279,0.9126675724983215,0,False
4,0.4943664399906993,0.4799999999999969,0.10000000000000142,151,0.11117397751127457,1.9431162873644525,-2.762901852595438,1.4574553101439747,0.2453753650188446,0.009394946379282024,0.0303588721190427,0.009394946379282024,0.0,-0.0,False,False,3,5.0,10,0.036,0.5,0.006,0.9657832384109497,0.5362865328788757,0,False
5,0.5947520397603512,0.5799999999999983,0.10000000000000142,153,0.09503734684994472,1.9353712597142534,-2.6377527327069337,1.4401479386106428,0.24246151745319366,0.0089551727798218,0.0393140448988645,0.0114551727798218,0.0,-0.0025,True,True,4,5.0,10,0.016,0.5,0.008,0.8046693205833435,0.42716678977012634,0,False
6,0.6961594908498228,0.6799999999999997,0.10099999999999909,158,0.0798811261655716,1.9261569693618896,-2.5589663134253096,1.4226418657600064,0.23951421678066254,0.01158668656381371,0.05090073146267821,0.01158668656381371,0.0,-0.0,False,False,4,5.0,10,0.036,0.5,0.008,0.8404549360275269,0.22253018617630005,0,False
7,0.7956436579115689,0.7800000000000011,0.10000000000000142,152,0.06511307678396276,1.9157549213264056,-2.4656055892471365,1.4046611224573857,0.2364870011806488,0.00940085512664162,0.06030158658931983,0.011900855126641621,0.0,-0.0025,True,True,5,5.0,10,0.016,0.5,0.01,0.9127416014671326,0.6350893974304199,0,False
8,0.8967279526405036,0.8799999999999955,0.10099999999999909,155,0.050475189685594266,1.9022973173256477,-2.342339943559808,1.3847882469670867,0.233141228556633,0.013153194402445292,0.07345478099176513,0.013153194402445292,0.0,-0.0,False,False,5,5.0,10,0.036,0.5,0.01,0.9232000112533569,0.5882870554924011,0,False
9,1.0966519387438893,1.0799999999999983,0.19999999999999574,306,0.02424810360667095,1.8700405348500984,-2.217747985151099,1.3438953388490342,0.22625654935836792,0.02456565390703727,0.0980204348988024,0.02706565390703727,0.0,-0.0025,True,True,6,5.0,10,0.036,0.5,0.012,0.9998781085014343,0.0775519385933876,0,False
10,1.1973181366920471,1.1799999999999997,0.10099999999999909,155,0.011386134196299903,1.8527697567991983,-2.2096127821144202,1.3229203569876542,0.22272522747516632,0.011382641902787058,0.10940307680158945,0.013882641902787058,0.0,-0.0025,True,True,7,5.0,10,0.016,0.5,0.014,0.9686998724937439,-0.01389329507946968,0,False
11,1.2993877637200058,1.2999999999999972,0.1010000000000062,159,-0.003924205440177201,1.8322714852258821,-2.213451987767261,1.2980149834124453,0.21853218972682953,0.013984037272822354,0.1233871140744118,0.016484037272822355,0.0,-0.0025,True,True,8,5.0,10,0.0,0.5,0.016,0.9686547517776489,-0.016611456871032715,0,False
12,1.4993568398058414,1.5,0.19999999999999574,322,-0.02941576799543546,1.7980731577010154,-2.2082618374165826,1.2565645609969756,0.2115536481142044,0.024934654051966036,0.14832176812637785,0.027434654051966035,0.0,-0.0025,True,True,9,5.0,10,0.0,0.5,0.018,0.9678574204444885,0.006730283610522747,0,False
13,1.5991941238753498,1.6000000000000014,0.10000000000000142,159,-0.042017776548557415,1.7810108429427483,-2.206277747945831,1.236004771954961,0.20809222757816315,0.013607839604031724,0.16192960773040957,0.013607839604031724,0.0,-0.0,False,False,9,5.0,10,0.02,0.5,0.018,0.9622184038162231,0.004599911160767078,0,False
14,1.6997534418478608,1.6999999999999957,0.10000000000000142,156,-0.054557047693298534,1.7639838424885395,-2.2055718419847943,1.2155384477642044,0.2046465426683426,0.011045978331917736,0.1729755860623273,0.013545978331917737,0.0,-0.0025,True,True,10,5.0,10,0.0,0.5,0.02,0.9580395221710205,-0.0028971724677830935,0,False
15,1.7990566408261657,1.7999999999999972,0.10000000000000142,158,-0.0670794626508954,1.7466784119926153,-2.173310873600167,1.1949348470731629,0.20117774605751038,0.013636837075334945,0.18661242313766224,0.013636837075334945,0.0,-0.0,False,False,10,5.0,10,0.02,0.5,0.02,0.9767779111862183,0.21644653379917145,0,False
16,1.9997846307232976,2.0,0.19999999999999574,318,-0.08964329606033264,1.7111033606949007,-2.123588539484042,1.1551698012653164,0.1944829523563385,0.02381915940841414,0.21043158254607638,0.026319159408414138,0.0,-0.0025,True,True,11,5.0,10,0.02,0.5,0.022,0.9123081564903259,-0.047434281557798386,0,False
17,2.1000150917097926,2.1000000000000014,0.10000000000000142,160,-0.10027261076182424,1.6940594201481969,-2.1308033262324675,1.136322029853869,0.19130976498126984,0.009974712154697273,0.22040629470077366,0.012474712154697273,0.0,-0.0025,True,True,12,5.0,10,0.0,0.5,0.024,0.9120655655860901,-0.05081525072455406,0,False
18,2.19946112902835,2.1999999999999957,0.10000000000000142,158,-0.11103461317051617,1.6769490101928664,-2.123599066681381,1.117371677227831,0.1881193071603775,0.012542607244072058,0.23294890194484572,0.012542607244072058,0.0,-0.0,False,False,12,5.0,10,0.02,0.5,0.024,0.9200794696807861,0.047856900840997696,0,False
19,2.299824778921902,2.299999999999997,0.10000000000000142,155,-0.1216013151926294,1.6597043701864287,-2.1169501080128392,1.098541784509522,0.18494912981987,0.00996287884317545,0.24291178078802117,0.01246287884317545,0.0,-0.0025,True,True,13,5.0,10,0.0,0.5,0.026,0.9191385507583618,0.037592701613903046,0,False
20,2.499966203700751,2.5,0.19999999999999574,309,-0.14457708355414273,1.6235354303671212,-2.166962016348717,1.0585578574733039,0.17821748554706573,0.02396402960343065,0.2668758103914518,0.02646402960343065,0.0,-0.0025,True,True,14,5.0,10,0.0,0.5,0.028,0.9858943223953247,-0.14710566401481628,0,False
21,2.600186724681407,2.6000000000000014,0.10000000000000142,160,-0.15725801886653892,1.6055582170602525,-2.2039190173077405,1.037745022967515,0.17471346259117126,0.013775321968589679,0.28065113236004147,0.013775321968589679,0.0,-0.0,False,False,14,5.0,10,0.02,0.5,0.028,0.9992950558662415,-0.17072227597236633,0,False
22,2.700242616701871,2.6999999999999957,0.10000000000000142,160,-0.17059594908401698,1.5880045527692648,-2.2371802839555963,1.0166909146127405,0.17116881906986237,0.011435013093383403,0.2920861454534249,0.013935013093383403,0.0,-0.0025,True,True,15,5.0,10,0.0,0.5,0.03,0.9990241527557373,-0.15316277742385864,0,False
23,2.8001082008704543,2.799999999999997,0.10000000000000142,156,-0.1841664021113302,1.5710354733836958,-2.2409080136757966,0.9958242670107728,0.16765573620796204,0.013810939064655256,0.3058970845180801,0.013810939064655256,0.0,-0.0,False,False,15,5.0,10,0.02,0.5,0.03,0.9846057295799255,0.01626480743288994,0,False
24,3.0002248659729958,3.0,0.19999999999999574,306,-0.21125435417962612,1.5368727108049847,-2.254309963292545,0.9541237199081303,0.1606350839138031,0.02510020325177058,0.3309972877698507,0.02760020325177058,0.0,-0.0025,True,True,16,5.0,10,0.02,0.5,0.032,0.9988389015197754,-0.08629921078681946,0,False
25,3.100514806807041,3.1000000000000014,0.10099999999999909,154,-0.2252742108438581,1.5199151857153723,-2.2693186922175346,0.9330122581219021,0.1570807844400406,0.01147297341945331,0.342470261189304,0.01397297341945331,0.0,-0.0025,True,True,17,5.0,10,0.0,0.5,0.034,0.9987284541130066,-0.08013099431991577,0,False
26,3.2011438440531492,3.1999999999999957,0.10000000000000142,152,-0.2395181365272834,1.5031634859566938,-2.276797700929043,0.9118695528768729,0.15352122485637665,0.013993652424241347,0.35646391361354535,0.013993652424241347,0.0,-0.0,False,False,17,5.0,10,0.02,0.5,0.034,0.9988371133804321,-0.03723636269569397,0,False
