step,chosen_fps,prob_0.2hz,prob_0.5hz,prob_1hz,prob_5hz,prob_10hz
2,1.0,0.011259302496910095,0.13160577416419983,0.31267112493515015,0.2981105148792267,0.24635326862335205
11,1.0,0.00610103877261281,0.11018195748329163,0.32227736711502075,0.31054094433784485,0.25089868903160095
18,1.0,0.010799997486174107,0.13888517022132874,0.3100290298461914,0.3097158372402191,0.2305700033903122
26,5.0,0.014520776458084583,0.14716920256614685,0.29863229393959045,0.3075062930583954,0.2321714609861374
28,5.0,0.013739299029111862,0.1447024643421173,0.3013525605201721,0.3072214126586914,0.232984259724617
30,5.0,0.01383102685213089,0.14591297507286072,0.3014299273490906,0.30705177783966064,0.231774240732193
31,5.0,0.014929606579244137,0.14908620715141296,0.2992907762527466,0.3061627447605133,0.23053066432476044
33,5.0,0.01657787151634693,0.15166513621807098,0.2970515787601471,0.30393216013908386,0.2307731807231903
35,5.0,0.017757141962647438,0.15172329545021057,0.2952868640422821,0.30279016494750977,0.2324424684047699
37,5.0,0.017931966111063957,0.14918021857738495,0.29505404829978943,0.30275052785873413,0.23508329689502716
39,5.0,0.017365552484989166,0.144551619887352,0.2962498664855957,0.30340930819511414,0.23842361569404602
41,5.0,0.01703028753399849,0.14353850483894348,0.2961522936820984,0.3040787875652313,0.2392001748085022
43,5.0,0.01765991933643818,0.14441163837909698,0.29523226618766785,0.30340537428855896,0.2392907440662384
45,5.0,0.01711399108171463,0.1427903026342392,0.29624441266059875,0.30346712470054626,0.24038417637348175
47,5.0,0.015793535858392715,0.14162427186965942,0.2990305721759796,0.3042086958885193,0.23934288322925568
49,5.0,0.015822378918528557,0.1421697586774826,0.2994849681854248,0.30364298820495605,0.23887984454631805
51,5.0,0.01616763137280941,0.14195649325847626,0.29961004853248596,0.3034138083457947,0.23885200917720795
53,5.0,0.016345780342817307,0.1400972157716751,0.29993587732315063,0.3030024766921997,0.24061861634254456
55,5.0,0.01493628229945898,0.139195516705513,0.3024498224258423,0.3044215440750122,0.23899686336517334
57,5.0,0.016437241807579994,0.1391429901123047,0.3005870282649994,0.3020152151584625,0.24181753396987915
59,5.0,0.016352061182260513,0.1395077109336853,0.3009861707687378,0.3017107844352722,0.24144327640533447
61,5.0,0.01679833047091961,0.1414094865322113,0.30068454146385193,0.3007906377315521,0.24031703174114227
63,1.0,0.01696905493736267,0.1424219012260437,0.30046984553337097,0.3004107177257538,0.23972849547863007
73,1.0,0.015128010883927345,0.13598784804344177,0.3047005236148834,0.299593061208725,0.24459058046340942
