episode_index,dir,start_wall,end_wall,duration_s,odom_rows,scan_rows,obstacle_rows
1,/home/turtlebot3_drlnav/evaluation_records/20260823-211119/episode_0001,1787519486.1250541,16.41485834121704,-1787519469.7101958,778,779,4734
2,/home/turtlebot3_drlnav/evaluation_records/20260823-211119/episode_0002,1787519502.607347,44.33467674255371,-1787519458.2726703,2211,2211,13264
