episode,policy_type,fixed_fps,mean_fps,success,outcome,outcome_str,n_steps,episode_return,fresh_observations,native_scans,final_goal_distance_m,final_obs_interval,fresh_observation_ratio,native_scans_per_fresh_observation
1,adaptive,,4.48051948051948,False,3,COLL_OBST,198,-0.9736105412154767,78,1166,0.5622210846568729,10,0.06689536878216124,14.948717948717949
2,adaptive,,4.485714285714286,True,1,SUCCESS,185,2.186802959670298,71,1060,0.1981557516387455,10,0.0669811320754717,14.929577464788732
3,adaptive,,4.792592592592593,True,1,SUCCESS,246,2.0716170236666867,136,1630,0.1981361691592561,10,0.0834355828220859,11.985294117647058
4,adaptive,,3.0,False,3,COLL_OBST,29,-1.6714109727536803,7,176,2.39161277821893,10,0.03977272727272727,25.142857142857142
5,adaptive,,4.068493150684931,True,1,SUCCESS,230,2.2281858619191635,74,1411,0.1996161841938389,10,0.05244507441530829,19.06756756756757
6,adaptive,,5.0,True,1,SUCCESS,91,2.2692761990227175,60,590,0.19676103655719268,10,0.1016949152542373,9.833333333333334
7,adaptive,,4.205673758865248,False,4,TIMEOUT,462,-1.9117964193260104,142,2526,4.761719435776861,10,0.056215360253365,17.788732394366196
8,adaptive,,5.0,True,1,SUCCESS,166,2.1507348829917583,91,899,0.19615625878385531,10,0.10122358175750834,9.87912087912088
9,adaptive,,4.232876712328767,True,1,SUCCESS,182,2.231383184228465,74,1295,0.19916220257611744,10,0.05714285714285714,17.5
10,adaptive,,4.888888888888889,True,1,SUCCESS,66,2.2496712263760257,37,398,0.198914312725587,10,0.09296482412060302,10.756756756756756
11,adaptive,,5.0,True,1,SUCCESS,61,2.2905720074777527,39,383,0.19598647758032767,10,0.10182767624020887,9.820512820512821
12,adaptive,,4.884615384615385,False,3,COLL_OBST,89,-0.9366377548735489,40,476,0.592496483031264,10,0.08403361344537816,11.9
13,adaptive,,3.622950819672131,True,1,SUCCESS,233,2.2583969725843227,62,1450,0.1993718125514879,10,0.04275862068965517,23.387096774193548
14,adaptive,,4.111111111111111,True,1,SUCCESS,270,2.226197231645698,91,1700,0.19964120993881346,10,0.05352941176470588,18.681318681318682
15,adaptive,,4.678832116788321,True,1,SUCCESS,362,2.075177626716246,138,1813,0.19642700592400444,10,0.07611693325979041,13.13768115942029
16,adaptive,,4.160493827160494,True,1,SUCCESS,297,2.24679836934168,82,1492,0.1986986841802492,10,0.054959785522788206,18.195121951219512
17,adaptive,,4.45,True,1,SUCCESS,248,2.194580067769749,81,1242,0.19763156074710336,10,0.06521739130434782,15.333333333333334
18,adaptive,,4.6571428571428575,True,1,SUCCESS,187,2.262598106609635,71,936,0.19930483383350558,10,0.07585470085470085,13.183098591549296
19,adaptive,,5.0,True,1,SUCCESS,80,2.2368991823524524,42,406,0.19842842383620035,10,0.10344827586206896,9.666666666666666
20,adaptive,,4.829787234042553,True,1,SUCCESS,110,2.2881830980182816,48,551,0.19935377896868128,10,0.08711433756805807,11.479166666666666
21,adaptive,,4.090909090909091,False,4,TIMEOUT,504,-0.9689963969119445,133,2521,0.31782503611955676,10,0.052756842522808406,18.954887218045112
22,adaptive,,4.555555555555555,True,1,SUCCESS,269,2.1187446021996834,118,1692,0.19676101443009722,10,0.06973995271867613,14.338983050847459
23,adaptive,,4.555555555555555,True,1,SUCCESS,147,2.247472424829726,64,914,0.19645774045960981,10,0.0700218818380744,14.28125
24,adaptive,,3.807017543859649,True,1,SUCCESS,228,2.313411897254685,58,1250,0.1983215942192798,10,0.0464,21.551724137931036
25,adaptive,,4.541666666666667,True,1,SUCCESS,280,2.207141176979906,97,1399,0.19862783322055996,10,0.06933523945675482,14.422680412371134
26,adaptive,,4.420289855072464,True,1,SUCCESS,218,2.2350151420185966,70,1091,0.1997143621164314,10,0.06416131989000917,15.585714285714285
27,adaptive,,4.870967741935484,True,1,SUCCESS,70,2.263809238969152,32,348,0.19651186333512508,10,0.09195402298850575,10.875
28,adaptive,,4.873015873015873,True,1,SUCCESS,142,2.2286468032192612,64,711,0.19758883332575425,10,0.090014064697609,11.109375
29,adaptive,,5.0,True,1,SUCCESS,73,2.28996627504564,38,368,0.19997154534705852,10,0.10326086956521739,9.68421052631579
30,adaptive,,4.061728395061729,True,1,SUCCESS,315,2.245796383197673,82,1575,0.19920592571676266,10,0.05206349206349206,19.20731707317073
31,adaptive,,2.876543209876543,False,4,TIMEOUT,503,-1.0435266827296652,82,2515,1.394530718593362,50,0.03260437375745527,30.670731707317074
32,adaptive,,4.5,True,1,SUCCESS,137,2.3088141349845017,49,722,0.19991994496042662,10,0.06786703601108034,14.73469387755102
33,adaptive,,3.3125,True,1,SUCCESS,257,2.2881284269486084,65,1720,0.19754820797847458,10,0.0377906976744186,26.46153846153846
34,adaptive,,4.589743589743589,True,1,SUCCESS,304,2.0953179544401017,118,1656,0.1996720108557052,10,0.07125603864734299,14.033898305084746
35,adaptive,,4.774647887323944,True,1,SUCCESS,173,2.2609450224957603,72,868,0.19748718144917324,10,0.08294930875576037,12.055555555555555
36,adaptive,,4.62962962962963,True,1,SUCCESS,148,2.2028428949006997,55,736,0.19887534691046746,10,0.07472826086956522,13.381818181818181
37,adaptive,,5.0,True,1,SUCCESS,114,2.2636811359286173,58,574,0.19889973096967342,10,0.10104529616724739,9.89655172413793
38,adaptive,,4.75,True,1,SUCCESS,122,2.293324420112059,49,605,0.19956805776119552,10,0.08099173553719008,12.346938775510203
39,adaptive,,4.2,True,1,SUCCESS,396,2.1784140789160626,111,1983,0.19763260072059038,10,0.05597579425113464,17.864864864864863
40,adaptive,,4.6923076923076925,True,1,SUCCESS,170,2.2420134356512915,66,849,0.1968257140572463,10,0.07773851590106007,12.863636363636363
41,adaptive,,4.314285714285714,True,1,SUCCESS,354,2.193293177869023,106,1769,0.19936820583492657,10,0.059920859242509894,16.68867924528302
42,adaptive,,4.087719298245614,True,1,SUCCESS,218,2.3047918307336683,58,1089,0.1975703350739428,10,0.05325987144168962,18.775862068965516
43,adaptive,,5.0,True,1,SUCCESS,82,2.2815734431147403,54,536,0.19910024670880644,10,0.10074626865671642,9.925925925925926
44,adaptive,,3.5,True,1,SUCCESS,124,2.2377304276141605,41,997,0.19854133840437468,10,0.041123370110330994,24.317073170731707
45,adaptive,,5.0,True,1,SUCCESS,46,2.272171277160851,38,374,0.19725365208360165,10,0.10160427807486631,9.842105263157896
46,adaptive,,5.0,True,1,SUCCESS,46,2.2930714765676665,38,371,0.1991973182766255,10,0.10242587601078167,9.763157894736842
47,adaptive,,2.3333333333333335,False,2,COLL_WALL,93,-1.399118311439728,22,726,3.2702611525017278,50,0.030303030303030304,33.0
48,adaptive,,5.0,True,1,SUCCESS,93,2.2808507655793333,50,492,0.19824401662256821,10,0.1016260162601626,9.84
49,adaptive,,4.439024390243903,False,4,TIMEOUT,389,-1.15081303286553,165,2539,0.5757124615599466,50,0.06498621504529342,15.387878787878789
50,adaptive,,3.8333333333333335,True,1,SUCCESS,330,2.189094958251066,97,2082,0.1988024160038042,10,0.046589817483189244,21.463917525773194
