step,chosen_fps,prob_0.2hz,prob_0.5hz,prob_1hz,prob_5hz,prob_10hz
2,10.0,0.001125624985434115,0.009600451216101646,0.14764304459095,0.3397926986217499,0.501838207244873
3,10.0,0.0009604367660358548,0.008688623085618019,0.14376209676265717,0.3383252024650574,0.5082637071609497
4,10.0,0.0009013740927912295,0.008352227509021759,0.14223632216453552,0.3376471698284149,0.5108629465103149
5,10.0,0.0008800626383163035,0.008228487335145473,0.14166061580181122,0.3373657763004303,0.5118650794029236
6,10.0,0.000871273863594979,0.008177951909601688,0.14141668379306793,0.3372557461261749,0.5122783184051514
7,10.0,0.000868957256898284,0.008165530860424042,0.141357421875,0.3372260332107544,0.5123820304870605
8,10.0,0.0008538384572602808,0.008074864745140076,0.14088864624500275,0.3369722068309784,0.5132104754447937
9,10.0,0.0008447348373010755,0.008020631037652493,0.14061471819877625,0.33683910965919495,0.5136808156967163
10,10.0,0.0008419376681558788,0.008004378527402878,0.14052698016166687,0.33679547905921936,0.5138312578201294
11,10.0,0.0008412273018620908,0.00800101924687624,0.14050941169261932,0.33679112792015076,0.5138571858406067
12,10.0,0.0008404534310102463,0.00799611397087574,0.14048343896865845,0.33678457140922546,0.5138953924179077
13,10.0,0.0008407621062360704,0.007997880689799786,0.14048391580581665,0.3367883563041687,0.5138890743255615
14,10.0,0.0008405043627135456,0.007997365668416023,0.14047326147556305,0.33680301904678345,0.5138858556747437
15,10.0,0.0008375291363336146,0.007978596724569798,0.14037467539310455,0.3367621898651123,0.5140469670295715
16,10.0,0.0008361203945241868,0.007969981990754604,0.1403311938047409,0.3367854654788971,0.5140772461891174
17,10.0,0.0008352097356691957,0.007964695803821087,0.1403040885925293,0.33680838346481323,0.5140876770019531
18,10.0,0.0008369563147425652,0.007975999265909195,0.1403629332780838,0.3368641138076782,0.5139600038528442
19,10.0,0.0008367388509213924,0.007974393665790558,0.1403447538614273,0.3368525207042694,0.5139915943145752
20,10.0,0.0008394662872888148,0.007988112978637218,0.1403961032629013,0.33685585856437683,0.5139204859733582
21,10.0,0.0008413707837462425,0.007998073473572731,0.14043931663036346,0.33686313033103943,0.5138580799102783
22,10.0,0.0008410738664679229,0.007995053194463253,0.14042335748672485,0.33684465289115906,0.5138958096504211
23,10.0,0.0008414714247919619,0.007997550070285797,0.1404484510421753,0.3368459641933441,0.5138666033744812
24,10.0,0.0008408478461205959,0.007993278093636036,0.14043575525283813,0.33681222796440125,0.5139179229736328
25,10.0,0.0008431334281340241,0.008006079122424126,0.14050841331481934,0.33678388595581055,0.5138585567474365
26,10.0,0.0008421745733357966,0.007999674417078495,0.14047513902187347,0.33674314618110657,0.5139398574829102
27,10.0,0.0008413560572080314,0.00799472350627184,0.14045241475105286,0.3367295265197754,0.5139819383621216
28,10.0,0.0008436231873929501,0.008008762262761593,0.1405189335346222,0.33672723174095154,0.51390141248703
29,10.0,0.0008424462284892797,0.008004509843885899,0.14050884544849396,0.336728572845459,0.5139156579971313
30,10.0,0.0008425035048276186,0.008005870506167412,0.14051607251167297,0.33673354983329773,0.5139020681381226
31,10.0,0.0008436352363787591,0.008013246580958366,0.14054900407791138,0.33673983812332153,0.5138543248176575
32,10.0,0.0008489116444252431,0.008044538088142872,0.14068938791751862,0.33677759766578674,0.5136396288871765
33,10.0,0.0008524787845090032,0.008065802045166492,0.14078211784362793,0.3368074595928192,0.5134921669960022
34,10.0,0.0008551788632757962,0.00808192789554596,0.14085179567337036,0.33683130145072937,0.5133797526359558
35,10.0,0.0008615177357569337,0.008119734935462475,0.14102144539356232,0.3368844985961914,0.5131128430366516
36,10.0,0.0008670830284245312,0.008153349161148071,0.14115962386131287,0.33692020177841187,0.5128997564315796
37,10.0,0.0008631382952444255,0.0081306342035532,0.14104324579238892,0.33691489696502686,0.5130480527877808
38,10.0,0.0008613081299699843,0.008120168000459671,0.14098387956619263,0.336932897567749,0.5131017565727234
39,10.0,0.0008612072560936213,0.008119987323880196,0.14097800850868225,0.33696702122688293,0.513073742389679
40,10.0,0.0008619319996796548,0.00812454242259264,0.14099521934986115,0.33700641989707947,0.5130118727684021
41,10.0,0.000865979352965951,0.008149958215653896,0.14114049077033997,0.3370673954486847,0.5127761960029602
42,10.0,0.0008645728812552989,0.008141934871673584,0.14111709594726562,0.3370187282562256,0.5128576755523682
43,10.0,0.0008610956720076501,0.008121355436742306,0.1410277634859085,0.33698374032974243,0.5130060315132141
44,10.0,0.0008631558739580214,0.008134162984788418,0.1411062330007553,0.33700844645500183,0.5128880143165588
45,10.0,0.000865162059199065,0.00814659334719181,0.14118599891662598,0.3370540142059326,0.5127483010292053
46,10.0,0.0008681996259838343,0.00816580280661583,0.14130228757858276,0.3371152877807617,0.5125483870506287
47,10.0,0.0008722704369574785,0.008191277272999287,0.14143788814544678,0.33718228340148926,0.5123162865638733
48,10.0,0.0008714258437976241,0.008186522871255875,0.1414213925600052,0.3371769189834595,0.5123437643051147
49,10.0,0.0008726716041564941,0.008194806054234505,0.14147134125232697,0.3372005224227905,0.5122606754302979
50,10.0,0.000875311903655529,0.008210131898522377,0.14154906570911407,0.33717629313468933,0.5121892094612122
51,10.0,0.000882898923009634,0.008254828862845898,0.14175745844841003,0.33720389008522034,0.5119009017944336
52,10.0,0.0008896445506252348,0.008294308558106422,0.14193151891231537,0.337199330329895,0.5116851925849915
53,10.0,0.000885534449480474,0.008268439210951328,0.14180181920528412,0.33714011311531067,0.5119040608406067
54,10.0,0.0008836584165692329,0.008255661465227604,0.14173942804336548,0.3370892107486725,0.5120320916175842
55,10.0,0.000892218726221472,0.0083101661875844,0.14201076328754425,0.33720144629478455,0.5115854740142822
56,10.0,0.0008968256879597902,0.00833966676145792,0.1421593874692917,0.33726632595062256,0.5113378763198853
57,10.0,0.0008990329224616289,0.008354179561138153,0.14223390817642212,0.33730101585388184,0.5112118721008301
58,10.0,0.0008992345537990332,0.008356203325092793,0.1422307938337326,0.33726340532302856,0.5112504363059998
59,10.0,0.0009074652916751802,0.008401704020798206,0.14242391288280487,0.33726996183395386,0.5109969973564148
60,10.0,0.0009112876141443849,0.008424677886068821,0.14249283075332642,0.3372027277946472,0.5109684467315674
61,10.0,0.0009002344449982047,0.008357955142855644,0.14215989410877228,0.33711308240890503,0.5114688277244568
62,10.0,0.0008956267847679555,0.00833093747496605,0.1420252025127411,0.33706191182136536,0.5116863250732422
63,10.0,0.0008963310392573476,0.008332110941410065,0.14200474321842194,0.3370049297809601,0.5117618441581726
64,10.0,0.0008969308109954,0.008332749828696251,0.14200589060783386,0.33698439598083496,0.5117800831794739
65,10.0,0.0009070243104360998,0.008389968425035477,0.14228782057762146,0.3370654881000519,0.511349618434906
66,10.0,0.0009113313863053918,0.008414186537265778,0.1424085944890976,0.3370828628540039,0.5111830830574036
67,10.0,0.0009132458362728357,0.008424925617873669,0.14246323704719543,0.33707958459854126,0.5111189484596252
68,10.0,0.0009124100324697793,0.008418560028076172,0.14245600998401642,0.33709341287612915,0.5111196637153625
