t_wall,t_sim,x,y,yaw,robot_tilt_raw,cmd_linear,cmd_angular,goal_x,goal_y
0.4378042221069336,-14.603,2.0040723003559716e-07,-9.088621212987117e-09,2.155288456180662e-08,9.404545113582433e-06,0.0,0.0,2.0,-0.5
0.45768213272094727,-14.583,2.1816532931445119e-07,-8.02403658707386e-09,1.2857848891339689e-08,9.989383945744518e-06,0.0,0.0,2.0,-0.5
0.4777863025665283,-14.562999999999999,4.3316780762419197e-07,-1.0407143806572888e-08,1.7370582728456805e-09,2.0782046838898227e-05,0.0,0.0,2.0,-0.5
0.49791455268859863,-14.543,8.238378250854693e-07,-1.3863675024037622e-08,1.8810769851931253e-10,4.0265831391012846e-05,0.0,0.0,2.0,-0.5
0.5177853107452393,-14.523,1.386401359872592e-06,-1.808846054304731e-08,7.266796262307445e-09,6.834127943904786e-05,0.0,0.0,2.0,-0.5
0.5376317501068115,-14.503,2.120135459067307e-06,-2.303599679603396e-08,1.524263977984539e-08,0.00010497369158838277,0.0,0.0,2.0,-0.5
0.5576176643371582,-14.482999999999999,3.02439619755828e-06,-2.867360322643846e-08,1.8038900724967947e-08,0.00015013020559117982,0.0,0.0,2.0,-0.5
0.5776388645172119,-14.463,4.098532058769708e-06,-3.4968925143042914e-08,1.5804211910980935e-08,0.00020377827947432172,0.0,0.0,2.0,-0.5
0.597625732421875,-14.443,5.341892191801101e-06,-4.189188813491183e-08,1.2975154529437485e-08,0.000265885783432677,0.0,0.0,2.0,-0.5
0.6176257133483887,-14.423,6.753832764275e-06,-4.941298059675849e-08,1.3371084419281803e-08,0.00033642100886381983,0.0,0.0,2.0,-0.5
0.6376101970672607,-14.402999999999999,8.33372757942761e-06,-5.750346446210961e-08,1.7264400555573605e-08,0.00041535266071286107,0.0,0.0,2.0,-0.5
0.6576371192932129,-14.383,1.008096565145441e-05,-6.613448861209535e-08,2.2262381663324812e-08,0.0005026498489903601,0.0,0.0,2.0,-0.5
0.677783727645874,-14.363,1.1994929750094259e-05,-7.527739791869867e-08,2.6135251451881687e-08,0.0005982820811762814,0.0,0.0,2.0,-0.5
0.6977462768554688,-14.343,1.4075027663519623e-05,-8.49045000513803e-08,2.8669837413665254e-08,0.000702219254217015,0.0,0.0,2.0,-0.5
0.7177407741546631,-14.322999999999999,1.6320664464866605e-05,-9.498839431834552e-08,3.130442440445369e-08,0.0008144316484019376,0.0,0.0,2.0,-0.5
0.7377815246582031,-14.302999999999999,1.8731240244787525e-05,-1.0550283609998868e-07,3.5507426340316264e-08,0.0009348899211689478,0.0,0.0,2.0,-0.5
0.757758378982544,-14.283,2.1306189441878114e-05,-1.1642229464541027e-07,4.1615603842741464e-08,0.0010635651004210563,0.0,0.0,2.0,-0.5
0.7777419090270996,-14.263,2.4044926503501563e-05,-1.2772118956707896e-07,4.8956137056680837e-08,0.0012004285800935777,0.0,0.0,2.0,-0.5
0.7977595329284668,-14.242999999999999,2.6946903581395073e-05,-1.393748570934456e-07,5.6768934522482145e-08,0.0013454521135756576,0.0,0.0,2.0,-0.5
0.8177638053894043,-14.222999999999999,3.001155457304497e-05,-1.5135897600378385e-07,6.492715489755869e-08,0.0014986078098799692,0.0,0.0,2.0,-0.5
0.8377442359924316,-14.203,3.323833089859596e-05,-1.636495861270807e-07,7.391948882165827e-08,0.0016598681281229813,0.0,0.0,2.0,-0.5
0.8577640056610107,-14.183,3.6626696586042386e-05,-1.7622430338255482e-07,8.432834957107256e-08,0.0018292058730123072,0.0,0.0,2.0,-0.5
0.8777515888214111,-14.162999999999998,4.017610136865009e-05,-1.8906032996577133e-07,9.638589845989412e-08,0.00200659419118188,0.0,0.0,2.0,-0.5
0.8977663516998291,-14.142999999999999,4.388603571719956e-05,-2.0213626568135107e-07,1.0995174389579098e-07,0.0021920065655826023,0.0,0.0,2.0,-0.5
0.9177534580230713,-14.123,4.7755971596299406e-05,-2.1543067177403228e-07,1.24805156738965e-07,0.0023854168127803556,0.0,0.0,2.0,-0.5
0.9377706050872803,-14.103,5.1785385475349455e-05,-2.2892259144905369e-07,1.409159667233461e-07,0.0025867990784166125,0.21526994943618774,0.5036590695381165,2.0,-0.5
0.9577569961547852,-14.082999999999998,0.0004552487594834735,-2.443359669010454e-07,6.831773007434921e-07,0.0027786158499345987,0.21567802667617797,0.4831646978855133,2.0,-0.5
0.977783203125,-14.062999999999999,0.0012586459371976314,-2.613344993838082e-07,1.4063853376745845e-06,0.0029510272546587487,0.2156370222568512,0.5112215280532837,2.0,-0.5
0.9977855682373047,-14.043,0.0024616246273622207,-2.799153357889877e-07,1.578989653098277e-06,0.0030982450167601062,0.21597023725509643,0.4960730969905853,2.0,-0.5
1.0179157257080078,-14.023,0.0040638802753885025,-3.0057628309673166e-07,1.0807599614852595e-06,0.0032129313626400764,0.2154257583618164,0.5009066462516785,2.0,-0.5
1.0378165245056152,-14.003,0.006065549242243439,-3.2420700298281926e-07,5.211967096909072e-07,0.0032937979087898166,0.2166557204723358,0.4761832654476166,2.0,-0.5
1.0578298568725586,-13.982999999999999,0.008466377619707387,-3.5139208467757285e-07,3.4130033257752104e-07,0.003337963734669113,0.21622405290603638,0.48433035612106323,2.0,-0.5
1.0780184268951416,-13.963,0.011266469277407567,-3.809041881982966e-07,6.086032507478067e-07,0.003345413583571328,0.21523384928703307,0.4914150536060333,2.0,-0.5
1.0979852676391602,-13.943,0.01446582652993944,-4.11503241510798e-07,9.967345340798282e-07,0.0033161668739295656,0.2143123710155487,0.5105609893798828,2.0,-0.5
1.1179797649383545,-13.923,0.017998671208264965,-1.8119086352043687e-07,0.0002229611786477344,0.003253055019913687,0.2155926740169525,0.4794176518917084,2.0,-0.5
1.1378545761108398,-13.902999999999999,0.02176489961873863,2.5580366524999344e-06,0.0016290573906743695,0.0031648258633344257,0.21582828879356383,0.494471937417984,2.0,-0.5
1.157705307006836,-13.883,0.02571232114469131,1.5415736439352558e-05,0.005762293233318804,0.003057146757317513,0.2135758125782013,0.505730926990509,2.0,-0.5
1.177725076675415,-13.863,0.029817982500995724,5.315658008998304e-05,0.013706485286167943,0.0029368241147133224,0.21533353447914125,0.43778613209724426,2.0,-0.5
