step,chosen_fps,prob_0.2hz,prob_0.5hz,prob_1hz,prob_5hz,prob_10hz
2,10.0,0.0013733060332015157,0.010896962136030197,0.1524311900138855,0.33967411518096924,0.4956244230270386
3,10.0,0.0010449578985571861,0.00917395856231451,0.1458197385072708,0.3382128179073334,0.5057485699653625
4,10.0,0.0009529783274047077,0.008654900826513767,0.1435908079147339,0.3375566005706787,0.5092446804046631
5,10.0,0.0009172153077088296,0.008446850813925266,0.1426554024219513,0.3372534513473511,0.5107271075248718
6,10.0,0.0009020963916555047,0.008355537429451942,0.14223775267601013,0.3370765149593353,0.5114281177520752
7,10.0,0.0008959939004853368,0.008320982567965984,0.14209602773189545,0.3371115028858185,0.51157546043396
8,10.0,0.0009002289734780788,0.0083469795063138,0.14224107563495636,0.33720678091049194,0.511305034160614
9,10.0,0.0008984949672594666,0.00833586510270834,0.14220233261585236,0.33723002672195435,0.5113332271575928
10,10.0,0.0009044003090821207,0.008369282819330692,0.1423484832048416,0.33723050355911255,0.5111473202705383
11,10.0,0.0009052676032297313,0.008374285884201527,0.14235547184944153,0.3372446298599243,0.5111203193664551
12,10.0,0.0008971234783530235,0.00832560658454895,0.14214849472045898,0.33721616864204407,0.5114125609397888
13,10.0,0.0008946172310970724,0.008311362005770206,0.14213977754116058,0.33728212118148804,0.5113720893859863
14,10.0,0.0008972142240963876,0.008328600786626339,0.14223727583885193,0.33739593625068665,0.5111410021781921
15,10.0,0.0008907432784326375,0.008286472409963608,0.1420234888792038,0.3373369574546814,0.5114623308181763
16,10.0,0.000892984273377806,0.008296690881252289,0.14209412038326263,0.33743199706077576,0.5112842321395874
17,10.0,0.0009058251162059605,0.008368992246687412,0.1424984186887741,0.3377384841442108,0.5104882717132568
18,10.0,0.0008971373899839818,0.008317176252603531,0.14223593473434448,0.33766597509384155,0.5108838081359863
19,10.0,0.0008994298405013978,0.008331084623932838,0.1423632949590683,0.33787426352500916,0.5105319023132324
20,10.0,0.0008988656918518245,0.008326477371156216,0.1423501968383789,0.33789053559303284,0.51053386926651
21,10.0,0.00090996571816504,0.008391152136027813,0.14266961812973022,0.3380846679210663,0.5099446177482605
22,10.0,0.000889080110937357,0.008266291581094265,0.14202216267585754,0.3376961350440979,0.5111262798309326
23,10.0,0.0008885268471203744,0.008263807743787766,0.14202262461185455,0.33771154284477234,0.5111135244369507
24,10.0,0.0008884589187800884,0.008265512995421886,0.1420315057039261,0.337759792804718,0.5110546946525574
25,10.0,0.0008817956550046802,0.008229087106883526,0.14183354377746582,0.3377055525779724,0.5113500356674194
26,10.0,0.0008784545352682471,0.00821077823638916,0.14174029231071472,0.3377002477645874,0.5114701986312866
