step,chosen_fps,prob_0.2hz,prob_0.5hz,prob_1hz,prob_5hz,prob_10hz
2,1.0,0.014073084108531475,0.1543312966823578,0.30604925751686096,0.29849281907081604,0.22705355286598206
11,1.0,0.0112534761428833,0.14842529594898224,0.3095777630805969,0.30609458684921265,0.22464890778064728
19,5.0,0.016816724091768265,0.1485518217086792,0.2977127730846405,0.30343183875083923,0.2334868311882019
20,5.0,0.015525540336966515,0.1444305032491684,0.3006429672241211,0.3036774694919586,0.23572352528572083
22,5.0,0.014559656381607056,0.1454944908618927,0.30349260568618774,0.3038555979728699,0.23259775340557098
24,5.0,0.014005362056195736,0.14598767459392548,0.3025135099887848,0.3067537546157837,0.23073969781398773
25,5.0,0.013104971498250961,0.1437312364578247,0.30374372005462646,0.30825600028038025,0.23116406798362732
27,5.0,0.012469353154301643,0.14320118725299835,0.3050347864627838,0.3091246485710144,0.23017007112503052
28,5.0,0.013023468665778637,0.1450873166322708,0.3041542172431946,0.3083147406578064,0.22942031919956207
30,5.0,0.014036007225513458,0.14854031801223755,0.30285540223121643,0.3062426447868347,0.22832567989826202
32,5.0,0.013318721204996109,0.15121828019618988,0.30352139472961426,0.30776673555374146,0.2241748720407486
33,5.0,0.013526050373911858,0.15188930928707123,0.3035036623477936,0.30700474977493286,0.22407610714435577
35,5.0,0.01303297933191061,0.14965589344501495,0.3045136034488678,0.30738478899002075,0.22541280090808868
37,5.0,0.01304891612380743,0.14999257028102875,0.3036409318447113,0.30816054344177246,0.22515708208084106
39,5.0,0.01586874946951866,0.15666642785072327,0.2965683341026306,0.30654630064964294,0.224350243806839
41,5.0,0.016991548240184784,0.15542875230312347,0.2942405939102173,0.30632075667381287,0.2270183265209198
43,5.0,0.018311023712158203,0.15587840974330902,0.29262134432792664,0.30496254563331604,0.22822678089141846
45,5.0,0.017052670940756798,0.15164710581302643,0.2961546778678894,0.30470988154411316,0.23043565452098846
47,5.0,0.016238577663898468,0.14944471418857574,0.29770952463150024,0.3053927421569824,0.23121440410614014
49,5.0,0.016005681827664375,0.14904245734214783,0.29795318841934204,0.30574071407318115,0.23125793039798737
51,5.0,0.016018109396100044,0.14788766205310822,0.29774028062820435,0.3062834143638611,0.23207055032253265
53,5.0,0.01580694317817688,0.14525750279426575,0.29717594385147095,0.307611882686615,0.2341477870941162
55,5.0,0.015741977840662003,0.14319179952144623,0.29798227548599243,0.3069697916507721,0.23611408472061157
57,5.0,0.016306912526488304,0.14312364161014557,0.29742375016212463,0.3059539794921875,0.23719166219234467
59,5.0,0.016200968995690346,0.14051471650600433,0.29892104864120483,0.30540546774864197,0.23895782232284546
61,5.0,0.016184618696570396,0.1392158567905426,0.2992512881755829,0.3055201768875122,0.23982807993888855
63,5.0,0.01734856516122818,0.14010600745677948,0.29681622982025146,0.3054412305355072,0.24028801918029785
65,5.0,0.016669755801558495,0.13898897171020508,0.2990129590034485,0.3048352301120758,0.24049316346645355
