episode_index,dir,start_wall,end_wall,duration_s,odom_rows,scan_rows,obstacle_rows
1,/home/turtlebot3_drlnav/evaluation_records/20260823-210021/episode_0001,1787518828.0920796,16.6167733669281,-1787518811.4753063,782,783,4758
2,/home/turtlebot3_drlnav/evaluation_records/20260823-210021/episode_0002,1787518844.7740881,57.317190170288086,-1787518787.456898,2861,2861,17160
