ppo_step,t_wall_s,t_sim_s,ppo_step_sim_dt,inner_ticks,x,y,yaw,goal_distance_m,goal_distance_norm,ppo_reward,ppo_reward_cumulative,navigation_reward,terminal_reward,frame_cost_reward,fresh_observation,frame_consumed,episode_frame_count,current_fps,scan_divisor_k,obs_age_ratio,fps_ratio,frame_count_ratio,action_linear,action_angular,outcome,done
1,0.08346734615042806,0.08000000000000007,0.09999999999999964,111,-0.8251614722932896,-1.1949617978740916,-2.941340474206014,1.9948185502267044,0.3358451724052429,-0.0035771004656099128,-0.0035771004656099128,-0.0035771004656099128,0.0,-0.0,False,False,1,10.0,5,0.016,1.0,0.002,-0.9649449586868286,-0.9999999403953552,0,False
2,0.18382250517606735,0.17999999999999972,0.09999999999999964,173,-0.8271557624093516,-1.1953645816648975,-2.9832429239460057,1.9964809146550409,0.33612504601478577,-0.0033363221169752343,-0.0069134225825851475,-0.0008363221169752341,0.0,-0.0025,True,True,2,0.2,250,0.016,0.02,0.004,-0.9700384140014648,-0.9999999403953552,0,False
3,0.2836237992160022,0.27999999999999936,0.09999999999999964,171,-0.8197624027592101,-1.194373378030856,-3.027373308650695,1.9901178700654358,0.33505377173423767,0.0032011963387063268,-0.0037122262438788207,0.0032011963387063268,0.0,-0.0,False,False,2,0.2,250,0.036,0.02,0.004,-0.9643297791481018,-0.9999999403953552,0,False
4,0.38400633819401264,0.379999999999999,0.10000000000000142,174,-0.8067716656766312,-1.193529675617483,-3.1288273458657243,1.978590007360021,0.3331129550933838,0.005799574616523875,0.0020873483726450547,0.005799574616523875,0.0,-0.0,False,False,2,0.2,250,0.056,0.02,0.004,-0.9468538165092468,-1.0,0,False
5,0.48382557230070233,0.4800000000000004,0.09999999999999964,171,-0.7891372506063664,-1.1947371068714683,2.989007314344731,1.9620042446640988,0.3303205966949463,0.008344163249079817,0.010431511621724872,0.008344163249079817,0.0,-0.0,False,False,2,0.2,250,0.076,0.02,0.004,-0.9115588665008545,-1.0,0,False
6,0.5840979921631515,0.5800000000000001,0.09999999999999964,170,-0.7704467510830523,-1.1995843976893474,2.7873868098721264,1.942973703444084,0.32711663842201233,0.009574111578069764,0.020005623199794636,0.009574111578069764,0.0,-0.0,False,False,2,0.2,250,0.096,0.02,0.004,-0.8258636593818665,-1.0,0,False
7,0.6842075441963971,0.6799999999999997,0.09999999999999964,170,-0.7544041330015696,-1.2074210506720338,2.58732094639316,1.9251274043735283,0.32411205768585205,0.008978328917803053,0.02898395211759769,0.008978328917803053,0.0,-0.0,False,False,2,0.2,250,0.116,0.02,0.004,-0.8464951515197754,-0.9991992115974426,0,False
8,0.7840795973315835,0.7799999999999994,0.09999999999999964,172,-0.73989386766015,-1.2185565253491288,2.3879577145733797,1.9073239433597988,0.3211146891117096,0.008956777437416834,0.03794072955501453,0.008956777437416834,0.0,-0.0,False,False,2,0.2,250,0.136,0.02,0.004,-0.869189441204071,-0.9993975162506104,0,False
9,0.8838868010789156,0.879999999999999,0.10000000000000142,171,-0.7274320946885302,-1.2328914364108416,2.1885278089999054,1.8900998582138093,0.31821486353874207,0.008665298117976927,0.046606027672991455,0.008665298117976927,0.0,-0.0,False,False,2,0.2,250,0.156,0.02,0.004,-0.9223937392234802,-0.9995109438896179,0,False
10,0.9841913310810924,0.9800000000000004,0.09999999999999964,169,-0.7175758509383363,-1.2502510570804635,1.9889447873439023,1.8740839124803848,0.31551843881607056,0.00805749293765998,0.05466352061065144,0.00805749293765998,0.0,-0.0,False,False,2,0.2,250,0.176,0.02,0.004,-0.9419942498207092,-0.9994787573814392,0,False
11,1.0839836751110852,1.08,0.09999999999999964,165,-0.711210012996067,-1.2695467464476509,1.789086592255109,1.8605916947476833,0.3132469058036804,0.0067878257646523344,0.06145134637530377,0.0067878257646523344,0.0,-0.0,False,False,2,0.2,250,0.196,0.02,0.004,-0.9579482078552246,-0.9991134405136108,0,False
12,1.1843197350390255,1.1799999999999997,0.09999999999999964,169,-0.7088814542914862,-1.2894434419178877,1.57983597777481,1.850720531934165,0.311585009098053,0.0049661022820790875,0.06641744865738286,0.0049661022820790875,0.0,-0.0,False,False,2,0.2,250,0.216,0.02,0.004,-0.969801127910614,-0.9975538849830627,0,False
13,1.2839760202914476,1.2799999999999994,0.09999999999999964,168,-0.7108206920613078,-1.3102196906639545,1.379093676209097,1.8446421303006633,0.3105616569519043,0.003057994766552537,0.0694754434239354,0.003057994766552537,0.0,-0.0,False,False,2,0.2,250,0.236,0.02,0.004,-0.9809890985488892,-0.992883563041687,0,False
14,1.3843357502482831,1.379999999999999,0.10000000000000142,172,-0.7169561961342314,-1.330691207725612,1.1825601765271776,1.8428002708738886,0.3102515637874603,0.0009266246009080127,0.07040206802484342,0.0009266246009080127,0.0,-0.0,False,False,2,0.2,250,0.256,0.02,0.004,-0.9902070760726929,-0.9799314737319946,0,False
