step,wall_time,sim_time,x,y,goal_distance_m,current_fps,obs_interval,frame_consumed,frame_penalty,frame_cost,episode_frame_count,scans_since_last_obs,instant_reward,cumulative_reward,outcome,outcome_str
1,0.08021241403184831,0.08000000000000007,0.8353649883570565,0.24148037782001736,1.7022480753759406,10.0,5,False,0.0,0.0,1,4,0.004145153591884777,0.004145153591884777,0,UNKNOWN: 0
2,0.17993584810756147,0.1800000000000006,0.8566477412364155,0.24575145662906195,1.69090236292042,1.0,50,True,0.0,0.0,2,4,0.00663750654104145,0.010782660132926227,0,UNKNOWN: 0
3,0.2800499389413744,0.28000000000000025,0.8785774167294294,0.2486273683719881,1.6782904495538264,1.0,50,False,0.0,0.0,2,9,0.007378263621081055,0.018160923754007283,0,UNKNOWN: 0
4,0.3799636820331216,0.3799999999999999,0.9006528523798234,0.2500025735527175,1.664653255091617,1.0,50,False,0.0,0.0,2,14,0.00797807698716405,0.026139000741171335,0,UNKNOWN: 0
5,0.4800347040873021,0.4800000000000004,0.9227734225687776,0.2498887180891374,1.6500421143952788,1.0,50,False,0.0,0.0,2,19,0.008547858261367598,0.034686859002538935,0,UNKNOWN: 0
6,0.5801005349494517,0.5800000000000001,0.9448381560687094,0.24830727283587534,1.6345145579130287,1.0,50,False,0.0,0.0,2,24,0.009083982880879155,0.04377084188341809,0,UNKNOWN: 0
7,0.6800794480368495,0.6800000000000006,0.9667473787510693,0.24528729421799286,1.6181320104618866,1.0,50,False,0.0,0.0,2,29,0.009584172549073195,0.053355014432491285,0,UNKNOWN: 0
8,0.780112890060991,0.7800000000000002,0.9884122822938401,0.24087437846836904,1.6009619154288395,1.0,50,False,0.0,0.0,2,34,0.010044906262074398,0.06339992069456568,0,UNKNOWN: 0
9,0.8802526099607348,0.8799999999999999,1.0097551572016732,0.23511938728817133,1.5830681758656,1.0,50,False,0.0,0.0,2,39,0.010468255198632679,0.07386817589319836,0,UNKNOWN: 0
10,0.9803234320133924,0.9800000000000004,1.0307101104978384,0.22810277500639636,1.5645316884331995,1.0,50,False,0.0,0.0,2,44,0.010844277700747234,0.0847124535939456,0,UNKNOWN: 0
11,1.0806435809936374,1.08,1.051234718531625,0.21994552554943803,1.5454522905863908,1.0,50,False,0.0,0.0,2,49,0.011161892962103523,0.09587434655604912,0,UNKNOWN: 0
12,1.180515785003081,1.1800000000000006,1.0704528920402954,0.21118178046382968,1.5267674631059713,1.0,50,True,0.0,0.0,3,4,0.010931060090384184,0.1068054066464333,0,UNKNOWN: 0
13,1.2803930479567498,1.2800000000000002,1.0882695462444154,0.20237586369055957,1.508959930706676,1.0,50,False,0.0,0.0,3,9,0.010417821996063305,0.11722322864249661,0,UNKNOWN: 0
14,1.3807452169712633,1.38,1.1057793860222214,0.19317653239229904,1.4910736258475135,1.0,50,False,0.0,0.0,3,14,0.010463905723257238,0.12768713436575385,0,UNKNOWN: 0
15,1.4807406689506024,1.4800000000000004,1.1230511406895998,0.18357000533384735,1.473050310013212,1.0,50,False,0.0,0.0,3,19,0.010544060340893223,0.13823119470664708,0,UNKNOWN: 0
16,1.5807935609482229,1.58,1.1401004002687394,0.17356458037678746,1.454881840432639,1.0,50,False,0.0,0.0,3,24,0.010628978669654968,0.14886017337630203,0,UNKNOWN: 0
17,1.6805323059670627,1.6800000000000006,1.1569835537031503,0.1631483205171899,1.4365203340712012,1.0,50,False,0.0,0.0,3,29,0.010741909691014273,0.1596020830673163,0,UNKNOWN: 0
18,1.7805688879452646,1.7800000000000002,1.173642126572231,0.15238964898791205,1.418051201517406,1.0,50,False,0.0,0.0,3,34,0.010804873525022943,0.17040695659233923,0,UNKNOWN: 0
19,1.8809716959949583,1.88,1.1900742780340532,0.14130192882895498,1.3994819659837126,1.0,50,False,0.0,0.0,3,39,0.010863436104187368,0.1812703926965266,0,UNKNOWN: 0
20,1.981038968078792,1.9800000000000004,1.2062814384478837,0.1298969208515006,1.3808172299059782,1.0,50,False,0.0,0.0,3,44,0.010919306150976332,0.19218969884750292,0,UNKNOWN: 0
21,2.080952041083947,2.08,1.2222685158692415,0.11818006521577074,1.3620546920662744,1.0,50,False,0.0,0.0,3,49,0.010976522463952962,0.2031662213114559,0,UNKNOWN: 0
22,2.180685384897515,2.1800000000000006,1.2385947271612996,0.1057318567587566,1.3425277958407165,1.0,50,True,0.0,0.0,4,4,0.011423689956139654,0.21458991126759555,0,UNKNOWN: 0
23,2.280785907059908,2.2800000000000002,1.2551132456022596,0.09276136195367868,1.3224914453690981,1.0,50,False,0.0,0.0,4,9,0.01172173257830588,0.22631164384590144,0,UNKNOWN: 0
24,2.380779328988865,2.38,1.2714637221161318,0.07955649966188444,1.3023852617841822,1.0,50,False,0.0,0.0,4,14,0.011762586579155186,0.23807423042505663,0,UNKNOWN: 0
