step,wall_time,sim_time,x,y,goal_distance_m,current_fps,obs_interval,frame_consumed,frame_penalty,frame_cost,episode_frame_count,scans_since_last_obs,instant_reward,cumulative_reward,outcome,outcome_str
1,0.0598423290066421,0.0600000000000005,2.059036800889322,1.3323305650024702,4.0726186649286165,10.0,5,False,0.0,0.0025,1,3,-0.0009450410880998297,-0.0009450410880998297,0,UNKNOWN: 0
2,0.15972517477348447,0.16000000000000014,2.066352993506074,1.351294726042161,4.081499241932213,5.0,10,True,0.0025,0.0025,2,3,-0.004682617682892413,-0.005627658770992243,0,UNKNOWN: 0
3,0.2599918679334223,0.26000000000000156,2.073028655641928,1.3716424477435165,4.089948606099326,5.0,10,False,0.0,0.0025,2,8,-0.0020766366456672755,-0.007704295416659518,0,UNKNOWN: 0
4,0.360301760956645,0.3600000000000012,2.078664364435909,1.3923926161184608,4.097496246871917,5.0,10,True,0.0025,0.0025,3,3,-0.004355016200828592,-0.01205931161748811,0,UNKNOWN: 0
5,0.4605981530621648,0.46000000000000085,2.083701299982942,1.4135243991627093,4.104585060192879,5.0,10,False,0.0,0.0025,3,8,-0.0017422482006280997,-0.01380155981811621,0,UNKNOWN: 0
6,0.5607438366860151,0.5600000000000005,2.088103977686656,1.4347219884373414,4.111152736161375,5.0,10,True,0.0025,0.0025,4,3,-0.004114166027561192,-0.017915725845677404,0,UNKNOWN: 0
7,0.6603840249590576,0.6600000000000001,2.0913366245725626,1.4559764589156428,4.116667162385583,5.0,10,False,0.0,0.0025,4,8,-0.001355304298705718,-0.01927103014438312,0,UNKNOWN: 0
8,0.7608091668225825,0.7600000000000016,2.0933415222480076,1.477456837195262,4.121093289546281,5.0,10,True,0.0025,0.0025,5,3,-0.0035878283476128313,-0.022858858491995954,0,UNKNOWN: 0
9,0.8608920117840171,0.8600000000000012,2.0943927254258563,1.4991180657906353,4.124702661359057,5.0,10,False,0.0,0.0025,5,8,-0.000887090865774619,-0.023745949357770572,0,UNKNOWN: 0
10,0.9610044360160828,0.9600000000000009,2.094479598326045,1.5207881042413036,4.127466955141711,5.0,10,True,0.0025,0.0025,6,3,-0.003179392396269438,-0.02692534175404001,0,UNKNOWN: 0
